	train_steps	train_losses	train_accs	dev_accs
0	0	0.0	0.4546755104695019	0.45606850335070737
1	0	0.3519471287727356	0.8260718775740234	0.819434102755026
2	1	0.3502061069011688	0.8474010491177874	0.844005956813105
3	2	0.3495416045188904	0.8462305458013613	0.8425167535368577
4	3	0.288108229637146	0.859106082282048	0.8562918838421445
5	4	0.28234100341796875	0.852126414358174	0.847728965003723
6	5	0.305832177400589	0.8656522304590974	0.8548026805658973
7	6	0.292391300201416	0.8743226253955868	0.8659717051377513
8	7	0.3246282637119293	0.868816924610916	0.8592702903946389
9	8	0.28790438175201416	0.8479646247886591	0.8373045420699926
10	9	0.33141493797302246	0.8597997138769671	0.8451228592702904
11	10	0.27241870760917664	0.8750162569905059	0.8670886075949367
12	11	0.2942194938659668	0.8663458620540165	0.8592702903946389
13	12	0.2799544930458069	0.8669527896995708	0.8510796723752793
14	13	0.3238345980644226	0.8690770364590107	0.8507073715562175
15	14	0.25959041714668274	0.8800884380283522	0.8577810871183916
16	15	0.34471458196640015	0.8784844149651017	0.8592702903946389
17	16	0.3000118136405945	0.8785711189144666	0.8503350707371556
18	17	0.27211835980415344	0.8816924610916027	0.8652271034996277
19	18	0.2735515832901001	0.8823860926865219	0.8629932985852569
20	19	0.21698428690433502	0.8809121255473187	0.8611317944899479
21	20	0.2536839544773102	0.8848571552434213	0.862620997766195
22	21	0.2603912353515625	0.8869814020028612	0.8655994043186895
23	22	0.27057456970214844	0.886287770407942	0.8581533879374534
24	23	0.24682529270648956	0.8855507868383404	0.8678332092330603
25	24	0.24246399104595184	0.8868946980534963	0.8588979895755771
