	epochs	train_losses	train_accs	dev_accs
0	0	0.4506961405277252	0.8114902047105437	0.7977967306325515
1	1	0.41904810070991516	0.8195025313669382	0.8109452736318408
2	2	0.3815501630306244	0.8159366057671142	0.7935323383084577
3	3	0.3838718831539154	0.8360114461809377	0.8155650319829424
4	4	0.4082961082458496	0.8369359454105216	0.8244491826581379
5	5	0.39345210790634155	0.8348668280871671	0.8109452736318408
6	6	0.38568729162216187	0.8292758089368258	0.8173418621179815
7	7	0.37875521183013916	0.8373761831388951	0.8095238095238095
8	8	0.36562490463256836	0.8425269645608628	0.8237384506041222
9	9	0.3727574050426483	0.8482500550297161	0.8123667377398721
10	10	0.35053932666778564	0.8528285274047986	0.8255152807391614
11	11	0.3654722273349762	0.8575830948712304	0.8219616204690832
12	12	0.3314593434333801	0.8673123486682809	0.8329779673063256
13	13	0.32977715134620667	0.8680167290336782	0.8304904051172708
14	14	0.3393840193748474	0.8604886638784944	0.8230277185501066
15	15	0.31001371145248413	0.8702179176755448	0.8255152807391614
16	16	0.3054615557193756	0.8839973585736297	0.8322672352523098
17	17	0.312247633934021	0.884437596302003	0.8134328358208955
18	18	0.2870453894138336	0.8907770195905789	0.8152096659559346
19	19	0.27708443999290466	0.9134492626018049	0.8216062544420754
20	20	0.2566884458065033	0.9264362755888179	0.8304904051172708
21	21	0.21854019165039062	0.927624917455426	0.8169864960909737
22	22	0.19540958106517792	0.9457186880915694	0.8219616204690832
23	23	0.18934763967990875	0.9559322033898305	0.818407960199005
24	24	0.1478753685951233	0.9712524763372221	0.8127221037668799
