	epochs	train_losses	train_accs	dev_accs
0	0	1.3840128183364868	0.7899814961670631	0.7825040128410915
1	1	1.0037113428115845	0.8103357123975681	0.8029695024077047
2	2	0.816929817199707	0.824081416864922	0.8202247191011236
3	3	0.7131403088569641	0.8261961406291303	0.8202247191011236
4	4	0.6467248797416687	0.8469468675654243	0.8370786516853933
5	5	0.4912591874599457	0.8462860163891092	0.8242375601926164
6	6	0.40335613489151	0.8481363996827914	0.82223113964687
7	7	0.37522438168525696	0.8596352101506741	0.8378812199036918
8	8	0.36125385761260986	0.8646576790906688	0.8467094703049759
9	9	0.3481191098690033	0.8680941052075073	0.8447030497592295
10	10	0.34032127261161804	0.8706053396775046	0.8471107544141252
11	11	0.3341510593891144	0.8673010837959292	0.8354735152487961
12	12	0.3288443982601166	0.8719270420301348	0.8434991974317817
13	13	0.32039114832878113	0.8860692572032778	0.8579454253611557
14	14	0.31803035736083984	0.8860692572032778	0.8559390048154093
15	15	0.30847588181495667	0.8706053396775046	0.8434991974317817
16	16	0.30145779252052307	0.9019296854348401	0.8675762439807384
17	17	0.2876671850681305	0.9064234734337827	0.8735955056179775
18	18	0.2736522853374481	0.9179222839016653	0.8828250401284109
19	19	0.25762316584587097	0.9196404969600845	0.8812199036918138
20	20	0.24705445766448975	0.9286280729579699	0.8892455858747994
21	21	0.23342527449131012	0.9288924134284959	0.8856340288924559
22	22	0.218755304813385	0.9212265397832408	0.8723916532905297
23	23	0.20984725654125214	0.9335183716627016	0.8884430176565008
24	24	0.2030019462108612	0.9392016917790114	0.8908507223113965
