	epochs	train_losses	train_accs	dev_accs
0	0	1.4874067306518555	0.5751267680811316	0.5706707086017431
1	1	1.0920568704605103	0.56290365625834	0.5564607805987116
2	2	0.8589747548103333	0.56370429677075	0.5575975748389541
3	3	0.6397731900215149	0.684440886042167	0.6621826449412657
4	4	0.6095871925354004	0.6900453696290365	0.6705191360363774
5	5	0.599311351776123	0.6968775020016013	0.6782872300113679
6	6	0.5889665484428406	0.6900987456631972	0.6705191360363774
7	7	0.5854888558387756	0.6948492127034961	0.6756347101174688
8	8	0.575960099697113	0.6947424606351748	0.6756347101174688
9	9	0.5665635466575623	0.6902054977315185	0.6705191360363774
10	10	0.5593913197517395	0.6903122497998398	0.6707086017430846
11	11	0.5553046464920044	0.793061115559114	0.7764304660856385
12	12	0.5539950728416443	0.7951961569255405	0.7790829859795377
13	13	0.5540176033973694	0.793061115559114	0.7764304660856385
14	14	0.5475413799285889	0.793061115559114	0.7764304660856385
15	15	0.5425865650177002	0.793061115559114	0.7764304660856385
16	16	0.532892107963562	0.7932746196957566	0.7766199317923456
17	17	0.5259665250778198	0.7930077395249533	0.7764304660856385
18	18	0.5303565263748169	0.793061115559114	0.7764304660856385
19	19	0.5362831950187683	0.788310648518815	0.7713148920045472
20	20	0.5381104350090027	0.784200693888444	0.7855248200075786
21	21	0.5278476476669312	0.7778489458233253	0.7771883289124668
22	22	0.5192699432373047	0.7951961569255405	0.7790829859795377
23	23	0.5124781131744385	0.7846277021617294	0.7851458885941645
24	24	0.5106639266014099	0.784520950093408	0.7851458885941645
