	epochs	train_losses	train_accs	dev_accs
0	0	1.4864836931228638	0.5629173989455184	0.5658554044380816
1	1	1.070975661277771	0.5539543057996485	0.5522548317823909
2	2	0.6992819905281067	0.6895869947275922	0.6989978525411596
3	3	0.6143016815185547	0.5632249560632689	0.5658554044380816
4	4	0.5981152057647705	0.6956502636203866	0.7075876879026486
5	5	0.583784818649292	0.6960017574692443	0.7075876879026486
6	6	0.5709680318832397	0.6897627416520211	0.6989978525411596
7	7	0.5721789598464966	0.6942442882249561	0.7025769506084467
8	8	0.570165753364563	0.6897627416520211	0.6989978525411596
9	9	0.5575755834579468	0.7932776801405975	0.80386542591267
10	10	0.5475311279296875	0.7932776801405975	0.8035075161059413
11	11	0.5476023554801941	0.7949033391915642	0.8088761632068718
12	12	0.550370454788208	0.783567662565905	0.7924123120973514
13	13	0.5416626334190369	0.7933216168717048	0.80386542591267
14	14	0.5392550826072693	0.7888840070298769	0.7999284180386542
15	15	0.5416080951690674	0.7944200351493849	0.807444523979957
16	16	0.5301210880279541	0.7853251318101934	0.7949176807444523
17	17	0.5201402306556702	0.7896309314586994	0.7992125984251969
18	18	0.5142736434936523	0.7895869947275923	0.7988546886184682
19	19	0.5063901543617249	0.7933216168717048	0.80386542591267
20	20	0.5054537057876587	0.7874780316344464	0.7974230493915533
21	21	0.5065200924873352	0.7895869947275923	0.7992125984251969
22	22	0.5026837587356567	0.7933216168717048	0.80386542591267
23	23	0.5072771906852722	0.7933216168717048	0.80386542591267
24	24	0.5105478763580322	0.651933216168717	0.6524695776664281
