	epochs	train_losses	train_accs	dev_accs
0	0	0.6577193140983582	0.5970188980569603	0.6008105369807497
1	1	0.4767207205295563	0.5912962470055896	0.5889902060114826
2	2	0.3780438005924225	0.8391447076568184	0.8311381290104695
3	3	0.3447023332118988	0.8540502173720167	0.8429584599797366
4	4	0.3360128402709961	0.8546269186407595	0.8486997635933806
5	5	0.31024250388145447	0.8742347617780144	0.8649105032083756
6	6	0.2918558716773987	0.8797799662851566	0.8598446470786897
7	7	0.28139302134513855	0.8969035578032117	0.8740290442418102
8	8	0.2732267379760742	0.8953509005412119	0.8736913204998311
9	9	0.28385481238365173	0.8908260136633839	0.8638973319824383
10	10	0.26883333921432495	0.9068849259160677	0.8652482269503546
11	11	0.2252236306667328	0.9005412119598971	0.8611955420466059
12	12	0.24339669942855835	0.9041345044805252	0.8551165146909828
13	13	0.20609217882156372	0.9240972407062372	0.8588314758527524
14	14	0.1874743103981018	0.9405554076834354	0.8706518068220196
15	15	0.1831684410572052	0.9423742347617781	0.8682877406281662
16	16	0.16011157631874084	0.9555052790346908	0.8652482269503546
17	17	0.1343739628791809	0.9413539171324639	0.8497129348193178
18	18	0.13328497111797333	0.9719634460118889	0.8557919621749409
19	19	0.13608498871326447	0.9757341850767456	0.8601823708206687
20	20	0.10769523680210114	0.9784846065122882	0.8547787909490037
21	21	0.09807148575782776	0.9767101410700026	0.8632218844984803
22	22	0.07032182812690735	0.9697897258450892	0.8463356973995272
23	23	0.06990946829319	0.9767545027060598	0.8497129348193178
24	24	0.05154126510024071	0.9914382042409724	0.861870989530564
