	train_steps	train_losses	train_accs	dev_accs
0	0	0.0	0.451259328358209	0.4547050561797753
1	1	13.514225006103516	0.453183302238806	0.4547050561797753
2	501	0.5876293182373047	0.7014342350746269	0.6975070224719101
3	1001	0.5265697836875916	0.7523903917910447	0.741748595505618
4	1501	0.5411589741706848	0.7439365671641791	0.7299859550561798
5	2001	0.4989273250102997	0.7837569962686567	0.7624648876404494
6	2501	0.4661408066749573	0.7877215485074627	0.7601825842696629
7	3001	0.6090034246444702	0.6944379664179104	0.6929424157303371
8	3501	0.494631290435791	0.7636427238805971	0.7457865168539326
9	4001	0.4646466076374054	0.7823577425373134	0.7608848314606742
10	4501	0.4429766833782196	0.7591534514925373	0.7313904494382022
11	5001	0.42044466733932495	0.8039295708955224	0.7580758426966292
12	5501	0.4431040585041046	0.8134911380597015	0.7624648876404494
13	6001	0.41013607382774353	0.828183302238806	0.7698384831460674
14	6501	0.3822806179523468	0.8254430970149254	0.7614115168539326
15	7001	0.36360883712768555	0.851679104477612	0.769311797752809
16	7501	0.4142201840877533	0.855643656716418	0.7642205056179775
17	8001	0.3388146460056305	0.8746501865671642	0.7679073033707865
18	8501	0.3214954733848572	0.886777052238806	0.7751053370786517
19	9001	0.28982165455818176	0.8969799440298507	0.7652738764044944
20	9501	0.246829554438591	0.9148787313432836	0.7533356741573034
21	10001	0.1977805644273758	0.9440298507462687	0.7598314606741573
22	10501	0.17796052992343903	0.9594216417910447	0.7622893258426966
23	11001	0.13023614883422852	0.9693913246268657	0.7670294943820225
24	11501	0.09860581159591675	0.972831156716418	0.7649227528089888
25	12001	0.08928472548723221	0.9745219216417911	0.7673806179775281
26	12501	0.04634730890393257	0.984549906716418	0.7654494382022472
27	13001	0.05361909791827202	0.9818680037313433	0.7640449438202247
