	train_steps	train_losses	train_accs	dev_accs
0	0	0.0	0.5027709359605911	0.5027985074626866
1	1	4.635988235473633	0.45689655172413796	0.44402985074626866
2	501	0.6374545097351074	0.6262315270935961	0.617070895522388
3	1001	0.6359100341796875	0.6468596059113301	0.6124067164179104
4	1501	0.6646685004234314	0.625615763546798	0.6254664179104478
5	2001	0.6156765222549438	0.6856527093596059	0.6711753731343284
6	2501	0.5655988454818726	0.6944273399014779	0.6767723880597015
7	3001	0.7479324340820312	0.6791871921182266	0.6716417910447762
8	3501	0.4051922857761383	0.8185036945812808	0.784981343283582
9	4001	0.39028823375701904	0.7937192118226601	0.7513992537313433
10	4501	0.33472740650177	0.7834051724137931	0.7527985074626866
11	5001	0.3467925190925598	0.8389778325123153	0.7854477611940298
12	5501	0.3273438811302185	0.8611453201970444	0.7938432835820896
13	6001	0.3169248402118683	0.8788485221674877	0.7961753731343284
14	6501	0.28764817118644714	0.8725369458128078	0.7821828358208955
15	7001	0.25015032291412354	0.9040948275862069	0.8059701492537313
16	7501	0.23733817040920258	0.9196428571428571	0.8055037313432836
17	8001	0.21681822836399078	0.9416564039408867	0.8064365671641791
18	8501	0.17054162919521332	0.9516625615763546	0.808768656716418
19	9001	0.1459299623966217	0.9501231527093597	0.8134328358208955
20	9501	0.12755785882472992	0.9364224137931034	0.7985074626865671
21	10001	0.08636447787284851	0.9685960591133005	0.8101679104477612
