	train_steps	train_losses	train_accs	dev_accs
0	2	0.6915475130081177	0.4892815451554707	0.4888383629599008
1	102	0.1831774264574051	0.514238211468393	0.506821000413394
2	131	0.16990473866462708	0.5106477059676677	0.5050640760644894
3	231	0.15691117942333221	0.5159184972938554	0.5072343943778421
4	260	0.15885236859321594	0.5207294209204429	0.5100248036378668
5	360	0.15599344670772552	0.5376384024903604	0.5183443571723853
6	389	0.158922478556633	0.5408044147299161	0.52061802397685
7	489	0.15549717843532562	0.5458098977678729	0.524028524183547
8	518	0.1559327095746994	0.5486398528423361	0.5257337742868954
9	618	0.15212954580783844	0.5593936821252963	0.5334332368747416
10	647	0.1560545712709427	0.5603841664013584	0.5339499793303017
11	747	0.15370099246501923	0.5754890516113057	0.5473336089293096
12	776	0.15840324759483337	0.5745870034313205	0.5494522529971062
13	876	0.14037442207336426	0.58956807810676	0.562680859859446
14	905	0.14851237833499908	0.5909653684247762	0.562577511368334
15	1005	0.14822350442409515	0.5988892426332731	0.5734807771806532
16	1034	0.1431867927312851	0.6028865541759525	0.5757544439851178
17	1134	0.14754818379878998	0.6125260886483427	0.5842806945018603
18	1163	0.14208585023880005	0.6146131805157593	0.5849524596940885
19	1263	0.13947993516921997	0.6266758640206587	0.5961140967341877
20	1292	0.13902513682842255	0.6293112596837526	0.6002480363786689
21	1392	0.13634786009788513	0.6405603311047438	0.6103245142620918
22	1421	0.13880525529384613	0.645141320881531	0.6130632492765605
23	1521	0.13967178761959076	0.6532951289398281	0.6231397271599834
24	1550	0.1361410915851593	0.6557890268491988	0.6223646134766433
25	1650	0.13739803433418274	0.661219003148325	0.6342496899545267
26	1679	0.12978877127170563	0.6631822844812338	0.6310975609756098
27	1779	0.1340859979391098	0.6701333616328841	0.6398305084745762
28	1808	0.1376718133687973	0.6699211150022993	0.645721372467962
29	1908	0.13259096443653107	0.6758817078778875	0.6484084332368747
