	epochs	train_losses	train_accs	dev_accs
0	0	0.6382973194122314	0.633314383172257	0.6271306818181818
1	1	0.4468238651752472	0.8282678095071501	0.8267045454545454
2	2	0.40301722288131714	0.8305855599772598	0.8345170454545454
3	3	0.3462830185890198	0.8461975772947916	0.8373579545454546
4	4	0.33519110083580017	0.8704683605195259	0.8657670454545454
5	5	0.29038625955581665	0.8822320374338567	0.8707386363636364
6	6	0.2811737358570099	0.8817072637425111	0.8728693181818182
7	7	0.26923277974128723	0.877771461057419	0.8629261363636364
8	8	0.26792097091674805	0.8807014475007653	0.8671875
9	9	0.2617977261543274	0.8970131630734246	0.87890625
10	10	0.2599068284034729	0.9014300083089167	0.8799715909090909
11	11	0.25405821204185486	0.9049722307254996	0.8781960227272727
12	12	0.26103630661964417	0.9075086369003368	0.8813920454545454
13	13	0.25211232900619507	0.9056719289806271	0.8842329545454546
14	14	0.23458831012248993	0.9070713254908821	0.8831676136363636
15	15	0.24609342217445374	0.9089517645515371	0.8831676136363636
16	16	0.2125702053308487	0.9203655923383041	0.8856534090909091
17	17	0.20788617432117462	0.9205405169020859	0.8845880681818182
18	18	0.20613044500350952	0.925875716097433	0.8806818181818182
19	19	0.2028617411851883	0.9309047973061617	0.8781960227272727
20	20	0.19453208148479462	0.9268815323391787	0.8785511363636364
21	21	0.16718043386936188	0.9428433987842743	0.8849431818181818
22	22	0.17773506045341492	0.956574977041151	0.8813920454545454
23	23	0.1385815143585205	0.9622162942231163	0.8774857954545454
24	24	0.1254497915506363	0.9601609305986794	0.8764204545454546
