	epochs	train_losses	train_accs	dev_accs
0	0	0.6773406863212585	0.5461508333695984	0.5441669772642564
1	1	0.668834924697876	0.5802254232124984	0.5717480432351845
2	2	0.650284469127655	0.6616911092736847	0.6477823332090943
3	3	0.6154623031616211	0.7667870664519779	0.7607156168468132
4	4	0.562497079372406	0.8029940380347274	0.7931420052180395
5	5	0.5018558502197266	0.8219243657252274	0.8173686172195304
6	6	0.45312726497650146	0.8298881587536446	0.8166231830040999
7	7	0.4255785346031189	0.8376778798032987	0.8263138278046962
8	8	0.40496885776519775	0.8463379607467688	0.835259038389862
9	9	0.3882204294204712	0.8499499543061055	0.841222512113306
10	10	0.382036954164505	0.8537795378388964	0.8401043607901603
11	11	0.3722635805606842	0.8515166021149746	0.8281774133432724
12	12	0.36297130584716797	0.8616127768832412	0.844204248975028
13	13	0.3555479645729065	0.8645284825275251	0.8475587029444651
14	14	0.34863629937171936	0.8726228295400148	0.8509131569139023
15	15	0.3451705574989319	0.8705339657948562	0.8475587029444651
16	16	0.3402117192745209	0.8771922189825493	0.8512858740216176
17	17	0.3356338143348694	0.8843291701118412	0.857994781960492
18	18	0.32433292269706726	0.8863309978676183	0.8538948937756243
19	19	0.31777381896972656	0.8887244875756125	0.8561311964219158
20	20	0.31040090322494507	0.8875495017189607	0.8468132687290346
21	21	0.3052268624305725	0.8888985595543757	0.8423406634364518
22	22	0.3064824342727661	0.8909003873101528	0.8479314200521804
23	23	0.2938775420188904	0.9043909656643022	0.8494222884830414
24	24	0.28878897428512573	0.8898559554375735	0.844204248975028
