	epochs	train_losses	train_accs	dev_accs	non_default_accs	non_default_precision_0	non_default_precision_1	non_default_recall_0	non_default_recall_1
0	0	0.5397309064865112	0.8205868205868206	0.8142176621473067	0.20758483033932135	0.2077922077922078	0.25	0.26229508196721313	0.19736842105263158
1	1	0.4686146676540375	0.841619659801478	0.8336386954928545	0.25149700598802394	0.14084507042253522	0.4166666666666667	0.2222222222222222	0.29069767441860467
2	2	0.3901894688606262	0.8518518518518519	0.8299743495786002	0.2554890219560878	0.06329113924050633	0.5	0.1724137931034483	0.24489795918367346
3	3	0.3665338158607483	0.8632646814464996	0.8321729571271528	0.2834331337325349	0.19753086419753085	0.4878048780487805	0.43243243243243246	0.23529411764705882
4	4	0.3440079092979431	0.8704796886615068	0.8369366068156834	0.3253493013972056	0.16216216216216217	0.6111111111111112	0.46153846153846156	0.2619047619047619
5	5	0.32569265365600586	0.8812366085093358	0.8362037376328325	0.31736526946107785	0.1	0.6	0.28	0.3
6	6	0.30543115735054016	0.8942236214963488	0.828142176621473	0.3872255489021956	0.313953488372093	0.4666666666666667	0.5294117647058824	0.2625
7	7	0.28434011340141296	0.9010450828632647	0.828142176621473	0.3473053892215569	0.23958333333333334	0.5454545454545454	0.4791666666666667	0.2912621359223301
8	8	0.26509591937065125	0.9114959114959115	0.828142176621473	0.36127744510978044	0.2535211267605634	0.5357142857142857	0.5806451612903226	0.22058823529411764
9	9	0.2438153475522995	0.9185797367615549	0.8230120923415171	0.36327345309381237	0.2441860465116279	0.5	0.4772727272727273	0.26136363636363635
10	10	0.226174995303154	0.9315667497485679	0.8255771344814951	0.40119760479041916	0.33707865168539325	0.6216216216216216	0.6818181818181818	0.2804878048780488
11	11	0.2093246579170227	0.9400935764572128	0.8186148772444118	0.41317365269461076	0.2972972972972973	0.5116279069767442	0.5116279069767442	0.2972972972972973
12	12	0.19322557747364044	0.9444225807862171	0.8120190545987541	0.42115768463073855	0.3382352941176471	0.6037735849056604	0.5227272727272727	0.4155844155844156
13	13	0.18041694164276123	0.9423236695963969	0.8109197508244779	0.4491017964071856	0.36486486486486486	0.46808510638297873	0.5192307692307693	0.3188405797101449
14	14	0.165059894323349	0.9526433162796799	0.812751923781605	0.3852295409181637	0.323943661971831	0.5	0.5227272727272727	0.30434782608695654
15	15	0.15055346488952637	0.9550045913682277	0.8149505313301576	0.405189620758483	0.345679012345679	0.3958333333333333	0.49122807017543857	0.2638888888888889
16	16	0.13664136826992035	0.9576719576719577	0.8230120923415171	0.405189620758483	0.3424657534246575	0.6470588235294118	0.6756756756756757	0.3142857142857143
17	17	0.1315813809633255	0.9603393239756877	0.8252106998900697	0.4291417165668663	0.2808988764044944	0.6428571428571429	0.625	0.2967032967032967
18	18	0.12202771753072739	0.9630504175958722	0.8215463539758153	0.4351297405189621	0.410958904109589	0.4782608695652174	0.5555555555555556	0.3384615384615385
19	19	0.11200324445962906	0.9596396869124142	0.8204470502015391	0.3812375249500998	0.3058823529411765	0.5849056603773585	0.5416666666666666	0.34444444444444444
20	20	0.10978474467992783	0.9637937819756002	0.8215463539758153	0.4231536926147705	0.2840909090909091	0.64	0.5813953488372093	0.3368421052631579
21	21	0.10713604092597961	0.9657177838996021	0.8175155734701356	0.4031936127744511	0.3918918918918919	0.5490196078431373	0.5576923076923077	0.3835616438356164
22	22	0.10149379819631577	0.9658052385325112	0.8142176621473067	0.405189620758483	0.3469387755102041	0.5384615384615384	0.6538461538461539	0.24705882352941178
23	23	0.0986596941947937	0.9666360575451485	0.8226456577500916	0.4091816367265469	0.36666666666666664	0.5636363636363636	0.5789473684210527	0.3522727272727273
24	24	0.0930812731385231	0.9682102409375136	0.8215463539758153	0.43313373253493015	0.31645569620253167	0.5272727272727272	0.49019607843137253	0.3493975903614458
