	epochs	train_losses	train_accs	dev_accs	non_default_accs	non_default_precision_0	non_default_precision_1	non_default_recall_0	non_default_recall_1
0	0	0.5485134124755859	0.8199786799324864	0.8206594885598923	0.21346153846153845	0.16037735849056603	0.2153846153846154	0.25	0.13592233009708737
1	1	0.47644487023353577	0.833481389357733	0.8324360699865411	0.2826923076923077	0.3023255813953488	0.3111111111111111	0.45614035087719296	0.1891891891891892
2	2	0.3967214524745941	0.8483610198098961	0.8411843876177658	0.2923076923076923	0.1411764705882353	0.40298507462686567	0.23076923076923078	0.27
3	3	0.37127718329429626	0.8531580350004442	0.8432032301480484	0.36538461538461536	0.38571428571428573	0.5294117647058824	0.5294117647058824	0.38571428571428573
4	4	0.3517850339412689	0.8667495780403305	0.8432032301480484	0.36923076923076925	0.32941176470588235	0.46511627906976744	0.5490196078431373	0.2597402597402597
5	5	0.3314659893512726	0.8784756151727814	0.8526244952893675	0.36730769230769234	0.2839506172839506	0.5609756097560976	0.5609756097560976	0.2839506172839506
6	6	0.3117775321006775	0.8844274673536466	0.84185733512786	0.38653846153846155	0.35135135135135137	0.26666666666666666	0.4406779661016949	0.2
7	7	0.29080110788345337	0.9029492760060407	0.8536339165545087	0.4096153846153846	0.38461538461538464	0.5344827586206896	0.5645161290322581	0.3563218390804598
8	8	0.2689087688922882	0.9084125433063871	0.8499327052489906	0.40384615384615385	0.30666666666666664	0.5	0.5348837209302325	0.2777777777777778
9	9	0.2490048110485077	0.9228480056853513	0.8485868102288021	0.4153846153846154	0.36231884057971014	0.5818181818181818	0.5208333333333334	0.42105263157894735
10	10	0.2289983630180359	0.9310206982322111	0.8425302826379543	0.4576923076923077	0.44155844155844154	0.6222222222222222	0.6666666666666666	0.39436619718309857
11	11	0.20740613341331482	0.9406147286133073	0.844885598923284	0.4596153846153846	0.37735849056603776	0.5128205128205128	0.5128205128205128	0.37735849056603776
12	12	0.1888166069984436	0.9435906547037399	0.8425302826379543	0.47692307692307695	0.3783783783783784	0.6818181818181818	0.6666666666666666	0.39473684210526316
13	13	0.17643414437770844	0.9503420094163632	0.8361372812920592	0.4519230769230769	0.3333333333333333	0.46153846153846156	0.475	0.32142857142857145
14	14	0.16099095344543457	0.9550501909922715	0.845222072678331	0.45384615384615384	0.4418604651162791	0.575	0.6909090909090909	0.323943661971831
15	15	0.14502374827861786	0.955227858221551	0.8469044414535666	0.4519230769230769	0.4146341463414634	0.6086956521739131	0.6538461538461539	0.3684210526315789
16	16	0.13538245856761932	0.9597583725681798	0.8344549125168237	0.4461538461538462	0.48	0.6571428571428571	0.75	0.3709677419354839
17	17	0.12833335995674133	0.9612685440170561	0.8398384925975774	0.47692307692307695	0.5	0.4	0.6612903225806451	0.2545454545454545
18	18	0.12056136876344681	0.961712712090255	0.8378196500672948	0.4653846153846154	0.5116279069767442	0.52	0.6470588235294118	0.38235294117647056
19	19	0.1170843094587326	0.9654881407124456	0.8442126514131898	0.4596153846153846	0.4725274725274725	0.5714285714285714	0.6142857142857143	0.42857142857142855
20	20	0.10768654942512512	0.9664208936661632	0.8405114401076716	0.4480769230769231	0.4189189189189189	0.575	0.6458333333333334	0.3484848484848485
21	21	0.10056448727846146	0.9667318113174025	0.8388290713324361	0.43653846153846154	0.36585365853658536	0.46	0.5263157894736842	0.30666666666666664
22	22	0.09670527279376984	0.9676645642711202	0.8398384925975774	0.4442307692307692	0.4444444444444444	0.48214285714285715	0.5245901639344263	0.40298507462686567
23	23	0.0934767872095108	0.9678422315003997	0.835464333781965	0.45	0.43103448275862066	0.5	0.6329113924050633	0.30526315789473685
24	24	0.09212520718574524	0.9685084836101981	0.8361372812920592	0.47115384615384615	0.4383561643835616	0.6078431372549019	0.6153846153846154	0.4305555555555556
