	epochs	train_losses	train_accs	dev_accs	non_default_accs	non_default_precision_0	non_default_precision_1	non_default_recall_0	non_default_recall_1
0	0	0.5492706894874573	0.81905636451091	0.8167827042872847	0.3592814371257485	0.2077922077922078	0.6666666666666666	0.4444444444444444	0.39603960396039606
1	1	0.47362256050109863	0.8329179238270147	0.828142176621473	0.36127744510978044	0.23943661971830985	0.65	0.4473684210526316	0.41935483870967744
2	2	0.39658012986183167	0.8455988455988456	0.8402345181385122	0.41916167664670656	0.27848101265822783	0.6458333333333334	0.5641025641025641	0.3522727272727273
3	3	0.36261019110679626	0.8582360400542218	0.854525467204104	0.6047904191616766	0.5925925925925926	0.5121951219512195	0.7058823529411765	0.3888888888888889
4	4	0.3290930986404419	0.8763391490664217	0.8662513741297179	0.6047904191616766	0.5	0.6944444444444444	0.7708333333333334	0.4032258064516129
5	5	0.30680838227272034	0.8754208754208754	0.8713814584096738	0.5169660678642715	0.2714285714285714	0.8444444444444444	0.7307692307692307	0.42696629213483145
6	6	0.2942616939544678	0.8872709781800691	0.8695492854525467	0.562874251497006	0.5	0.6444444444444445	0.7288135593220338	0.4027777777777778
7	7	0.28555312752723694	0.8711355984083257	0.8622205936240381	0.4930139720558882	0.34375	0.7272727272727273	0.6875	0.3883495145631068
8	8	0.2811073958873749	0.8859591586864314	0.8713814584096738	0.564870259481038	0.5211267605633803	0.6785714285714286	0.8043478260869565	0.3584905660377358
9	9	0.2785401940345764	0.8891075254711618	0.8746793697325027	0.5668662674650699	0.3953488372093023	0.5869565217391305	0.6415094339622641	0.34177215189873417
10	10	0.2707015573978424	0.8872709781800691	0.8743129351410773	0.5189620758483033	0.4157303370786517	0.7297297297297297	0.7872340425531915	0.34177215189873417
11	11	0.27003782987594604	0.8912938912938912	0.8772444118724808	0.5608782435129741	0.40540540540540543	0.7674418604651163	0.75	0.42857142857142855
12	12	0.2689618468284607	0.8957540775722594	0.8779772810553316	0.6467065868263473	0.6029411764705882	0.7169811320754716	0.7321428571428571	0.5846153846153846
13	13	0.2602400779724121	0.9014386287113559	0.8750458043239282	0.6067864271457086	0.5945945945945946	0.7446808510638298	0.7857142857142857	0.5384615384615384
14	14	0.2512890696525574	0.9023131750404477	0.8765115426896299	0.590818363273453	0.5070422535211268	0.5952380952380952	0.6792452830188679	0.4166666666666667
15	15	0.2435067892074585	0.902181993091084	0.8772444118724808	0.6147704590818364	0.5185185185185185	0.7083333333333334	0.75	0.4657534246575342
16	16	0.2404293417930603	0.905155450609996	0.880908757786735	0.6307385229540918	0.5205479452054794	0.6176470588235294	0.7450980392156863	0.375
17	17	0.2399274706840515	0.8983339892430802	0.8677171124954196	0.5668662674650699	0.42696629213483145	0.8333333333333334	0.8444444444444444	0.4069767441860465
18	18	0.2399051934480667	0.9037124491669947	0.880908757786735	0.5888223552894212	0.547945205479452	0.6956521739130435	0.7407407407407407	0.49230769230769234
19	19	0.23507733643054962	0.9066421793694521	0.8768779772810553	0.5808383233532934	0.43529411764705883	0.8113207547169812	0.7872340425531915	0.4725274725274725
20	20	0.2265680432319641	0.9143819143819144	0.8746793697325027	0.5968063872255489	0.48863636363636365	0.78	0.7962962962962963	0.4642857142857143
21	21	0.2198949009180069	0.9129389129389129	0.8750458043239282	0.6686626746506986	0.7162162162162162	0.7254901960784313	0.7910447761194029	0.6379310344827587
22	22	0.21759431064128876	0.9097468188377279	0.8735800659582265	0.6526946107784432	0.6020408163265306	0.6666666666666666	0.8194444444444444	0.4
23	23	0.2186928689479828	0.9149503694958241	0.8735800659582265	0.5948103792415169	0.5444444444444444	0.8545454545454545	0.8596491228070176	0.5340909090909091
24	24	0.2127257138490677	0.9171804626350081	0.8823744961524368	0.6187624750499002	0.5443037974683544	0.7636363636363637	0.7678571428571429	0.5384615384615384
