	epochs	train_losses	train_accs	dev_accs	non_default_accs	non_default_precision_0	non_default_precision_1	non_default_recall_0	non_default_recall_1
0	0	0.5455183982849121	0.8251159967043927	0.8375576036866359	0.4133949191685912	0.3230769230769231	0.525	0.525	0.3230769230769231
1	1	0.4720138907432556	0.829712501626122	0.8421658986175116	0.44341801385681295	0.47368421052631576	0.575	0.6792452830188679	0.36507936507936506
2	2	0.3916724622249603	0.8388621482156021	0.8425499231950845	0.4896073903002309	0.42857142857142855	0.49056603773584906	0.55	0.37142857142857144
3	3	0.3593236804008484	0.8758510038593296	0.8732718894009217	0.5496535796766744	0.48717948717948717	0.7333333333333333	0.76	0.4520547945205479
4	4	0.32243672013282776	0.8731624821126577	0.869815668202765	0.6189376443418014	0.5641025641025641	0.7555555555555555	0.8	0.5
5	5	0.3035489320755005	0.8758943671133081	0.8701996927803379	0.5658198614318707	0.4069767441860465	0.775	0.7954545454545454	0.3780487804878049
6	6	0.2954617142677307	0.8863882745761242	0.8748079877112135	0.5842956120092379	0.625	0.74	0.7758620689655172	0.578125
7	7	0.28416892886161804	0.8822687654481592	0.8721198156682027	0.6351039260969977	0.5423728813559322	0.8055555555555556	0.8205128205128205	0.5178571428571429
8	8	0.2786780893802643	0.8853041932266598	0.881336405529954	0.6374133949191686	0.5223880597014925	0.75	0.813953488372093	0.42857142857142855
9	9	0.27263540029525757	0.892372403625168	0.880568356374808	0.6189376443418014	0.5272727272727272	0.6875	0.7435897435897436	0.4583333333333333
10	10	0.2680530548095703	0.8894237023546246	0.8767281105990783	0.625866050808314	0.48148148148148145	0.7142857142857143	0.7959183673469388	0.373134328358209
11	11	0.2667226791381836	0.8964485494991544	0.879416282642089	0.6997690531177829	0.6615384615384615	0.90625	0.9347826086956522	0.5686274509803921
12	12	0.2574046552181244	0.8916785915615107	0.8728878648233487	0.7251732101616628	0.7468354430379747	0.7407407407407407	0.8939393939393939	0.5
13	13	0.24925057590007782	0.9005680586271194	0.8878648233486943	0.6766743648960739	0.6494845360824743	0.7931034482758621	0.9130434782608695	0.40350877192982454
14	14	0.2463117390871048	0.9026928580720698	0.8828725038402457	0.651270207852194	0.632183908045977	0.5909090909090909	0.7534246575342466	0.4482758620689655
15	15	0.2468400001525879	0.9014786869606696	0.8836405529953917	0.6882217090069284	0.6486486486486487	0.6774193548387096	0.8275862068965517	0.44680851063829785
16	16	0.24389798939228058	0.9074628160097133	0.8963133640552995	0.6558891454965358	0.6236559139784946	0.6666666666666666	0.7733333333333333	0.4927536231884058
17	17	0.23715779185295105	0.9075061792636919	0.8878648233486943	0.6397228637413395	0.5466666666666666	0.8	0.803921568627451	0.5405405405405406
18	18	0.234583780169487	0.9081566280733706	0.8817204301075269	0.6951501154734411	0.611764705882353	0.7317073170731707	0.8253968253968254	0.47619047619047616
19	19	0.2290457934141159	0.9042105719613199	0.8782642089093702	0.6905311778290993	0.72	0.7428571428571429	0.8571428571428571	0.5531914893617021
20	20	0.2213180661201477	0.9051645635488487	0.8878648233486943	0.6628175519630485	0.6571428571428571	0.7	0.8363636363636363	0.4666666666666667
21	21	0.2217951864004135	0.9156151077576862	0.8855606758832565	0.6674364896073903	0.5641025641025641	0.8571428571428571	0.9166666666666666	0.41379310344827586
22	22	0.21339289844036102	0.9244178483153376	0.891321044546851	0.674364896073903	0.5737704918032787	0.8518518518518519	0.8974358974358975	0.46938775510204084
23	23	0.2088642120361328	0.9132734920428429	0.880184331797235	0.7066974595842956	0.7068965517241379	0.5862068965517241	0.7735849056603774	0.5
24	24	0.20444172620773315	0.9215125102987728	0.8844086021505376	0.6766743648960739	0.6301369863013698	0.8787878787878788	0.92	0.5178571428571429
