	epochs	train_losses	train_accs	dev_accs	non_default_accs	non_default_precision_0	non_default_precision_1	non_default_recall_0	non_default_recall_1
0	0	0.5317120552062988	0.834402460456942	0.84251968503937	0.34130434782608693	0.2235294117647059	0.6530612244897959	0.5277777777777778	0.32653061224489793
1	1	0.45455679297447205	0.8486818980667838	0.8596993557623479	0.3739130434782609	0.30434782608695654	0.5	0.5675675675675675	0.25
2	2	0.3649817705154419	0.8766695957820738	0.8768790264853257	0.4543478260869565	0.42105263157894735	0.717948717948718	0.7441860465116279	0.3888888888888889
3	3	0.3248148262500763	0.8800087873462215	0.8854688618468146	0.48478260869565215	0.3614457831325301	0.75	0.7317073170731707	0.38372093023255816
4	4	0.29479753971099854	0.8907293497363796	0.8822476735862562	0.5065217391304347	0.5066666666666667	0.6666666666666666	0.7307692307692307	0.4307692307692308
5	5	0.28151533007621765	0.8953866432337434	0.8865425912670007	0.532608695652174	0.5	0.7714285714285715	0.8181818181818182	0.42857142857142855
6	6	0.2679242789745331	0.8953427065026363	0.8904795991410165	0.532608695652174	0.43037974683544306	0.7058823529411765	0.7727272727272727	0.34782608695652173
7	7	0.25828132033348083	0.9009226713532513	0.8908375089477452	0.5978260869565217	0.611764705882353	0.62	0.7323943661971831	0.484375
8	8	0.25447988510131836	0.9013181019332162	0.8879742304939156	0.5804347826086956	0.5857142857142857	0.5957446808510638	0.6833333333333333	0.49122807017543857
9	9	0.2524550259113312	0.9064586994727593	0.8919112383679313	0.591304347826087	0.4805194805194805	0.6111111111111112	0.7254901960784313	0.3548387096774194
10	10	0.24775934219360352	0.9056678383128295	0.8954903364352184	0.6543478260869565	0.6144578313253012	0.8285714285714286	0.8947368421052632	0.47540983606557374
11	11	0.23840263485908508	0.9085237258347979	0.889763779527559	0.6065217391304348	0.5402298850574713	0.7	0.7966101694915254	0.4117647058823529
12	12	0.2360103875398636	0.9130052724077329	0.8947745168217609	0.6391304347826087	0.6	0.7777777777777778	0.8297872340425532	0.5185185185185185
13	13	0.22893071174621582	0.9102372583479789	0.8926270579813886	0.5565217391304348	0.532258064516129	0.7586206896551724	0.825	0.43137254901960786
14	14	0.23089154064655304	0.911115992970123	0.8929849677881174	0.591304347826087	0.42696629213483145	0.6842105263157895	0.76	0.33766233766233766
15	15	0.23088626563549042	0.9108523725834798	0.8829634931997137	0.6043478260869565	0.5897435897435898	0.7608695652173914	0.8070175438596491	0.5223880597014925
16	16	0.22125932574272156	0.9128734622144112	0.889763779527559	0.658695652173913	0.6341463414634146	0.6071428571428571	0.8253968253968254	0.3617021276595745
17	17	0.21574322879314423	0.9172231985940246	0.8904795991410165	0.6217391304347826	0.6086956521739131	0.7575757575757576	0.84	0.4807692307692308
18	18	0.2113572508096695	0.9169595782073814	0.8965640658554045	0.6065217391304348	0.5747126436781609	0.7708333333333334	0.819672131147541	0.5
19	19	0.20679518580436707	0.9239894551845342	0.9030064423765212	0.6782608695652174	0.7432432432432432	0.6842105263157895	0.8208955223880597	0.5777777777777777
20	20	0.20412611961364746	0.9270210896309314	0.8951324266284896	0.6282608695652174	0.4794520547945205	0.75	0.7954545454545454	0.4153846153846154
21	21	0.2001093178987503	0.9298769771528999	0.8933428775948461	0.6065217391304348	0.5454545454545454	0.78125	0.8571428571428571	0.4166666666666667
22	22	0.19657012820243835	0.9277240773286467	0.8890479599141017	0.6521739130434783	0.6395348837209303	0.6052631578947368	0.7857142857142857	0.42592592592592593
23	23	0.19678491353988647	0.9331722319859402	0.8954903364352184	0.6108695652173913	0.5060240963855421	0.7419354838709677	0.84	0.359375
24	24	0.18983323872089386	0.9257469244288224	0.8869005010737294	0.6739130434782609	0.7142857142857143	0.7647058823529411	0.8620689655172413	0.5652173913043478
