	epochs	train_losses	train_accs	dev_accs
0	0	0.5487249493598938	0.8092633436259373	0.8099144079885877
1	1	0.4734789729118347	0.8346713718570798	0.8248930099857347
2	2	0.3932887315750122	0.8521835024261138	0.8448644793152639
3	3	0.35639870166778564	0.8686810763123071	0.8644793152639088
4	4	0.32669639587402344	0.8745037494486105	0.8687589158345221
5	5	0.3100384473800659	0.8836788707543008	0.87660485021398
6	6	0.29549455642700195	0.8837229819144243	0.8783880171184023
7	7	0.2874305844306946	0.8767534186149095	0.8730385164051355
8	8	0.2793861925601959	0.8872959858844287	0.8819543509272468
9	9	0.2760872542858124	0.8919717688575209	0.8858773181169758
10	10	0.2689518928527832	0.8909572121746802	0.8769614835948645
11	11	0.2621077597141266	0.892059991177768	0.8858773181169758
12	12	0.26486390829086304	0.8940008822232025	0.8830242510699001
13	13	0.263712078332901	0.9003528892809881	0.8894436519258203
14	14	0.2545546889305115	0.901896779885311	0.8826676176890157
15	15	0.249983549118042	0.8995147772386414	0.8823109843081313
16	16	0.24412354826927185	0.9011468901632113	0.880527817403709
17	17	0.2411632239818573	0.9052051168945743	0.8851640513552068
18	18	0.23298077285289764	0.9129245699161888	0.880527817403709
19	19	0.22414933145046234	0.9145566828407588	0.8762482168330956
20	20	0.21859021484851837	0.9131010145566828	0.8794579172610556
21	21	0.21568900346755981	0.9159682399647111	0.8723252496433667
22	22	0.21333803236484528	0.9245258050286722	0.8723252496433667
23	23	0.20532751083374023	0.9180855756506396	0.8687589158345221
24	24	0.19530241191387177	0.929333921482135	0.8737517831669044
