	epochs	train_losses	train_accs	dev_accs	dev_prec	dev_rec	dev_f
0	0	0.43255800008773804	0.8046884283071073	0.7924	[0.88317757 0.35632184]	[0.77142857 0.55357143]	[0.82352941 0.43356643]
1	1	0.40801170468330383	0.8188623516830473	0.8098666666666666	[0.90452261 0.59090909]	[0.86956522 0.67241379]	[0.88669951 0.62903226]
2	2	0.4037797749042511	0.8230551170409601	0.8117333333333333	[0.94375    0.65671642]	[0.86781609 0.83018868]	[0.90419162 0.73333333]
3	3	0.392617404460907	0.8274006552256794	0.8145333333333333	[0.91666667 0.68115942]	[0.83333333 0.8245614 ]	[0.87301587 0.74603175]
4	4	0.37919437885284424	0.8314066982397176	0.8129333333333333	[0.94915254 0.65909091]	[0.84848485 0.86567164]	[0.896     0.7483871]
5	5	0.3867475092411041	0.8353278674610853	0.8154666666666667	[0.90086207 0.45783133]	[0.82283465 0.62295082]	[0.8600823  0.52777778]
6	6	0.3718615770339966	0.8374666870363769	0.8138666666666666	[0.90604027 0.53684211]	[0.75418994 0.78461538]	[0.82317073 0.6375    ]
7	7	0.36372828483581543	0.8452750759620444	0.8205333333333333	[0.93103448 0.73239437]	[0.89502762 0.8125    ]	[0.91267606 0.77037037]
8	8	0.3449558913707733	0.8488737247712651	0.8106666666666666	[0.90340909 0.53246753]	[0.81538462 0.70689655]	[0.85714286 0.60740741]
9	9	0.35170432925224304	0.8580231196211234	0.8058666666666666	[0.9375     0.62650602]	[0.84183673 0.82539683]	[0.88709677 0.71232877]
10	10	0.3277563154697418	0.8680212523976847	0.8050666666666667	[0.93298969 0.72368421]	[0.8960396  0.80882353]	[0.91414141 0.76388889]
11	11	0.31098154187202454	0.8729778818896301	0.8049333333333333	[0.88202247 0.71830986]	[0.88700565 0.70833333]	[0.88450704 0.71328671]
12	12	0.29409754276275635	0.8895961704944747	0.8064	[0.91525424 0.72      ]	[0.8852459 0.7826087]	[0.9  0.75]
13	13	0.28209352493286133	0.8983042216224474	0.7973333333333333	[0.87570621 0.66216216]	[0.86111111 0.69014085]	[0.86834734 0.67586207]
14	14	0.2549770474433899	0.9095075622549269	0.7897333333333333	[0.9144385  0.56470588]	[0.82211538 0.75      ]	[0.86582278 0.6442953 ]
15	15	0.23446670174598694	0.9215766155726435	0.7924	[0.875      0.55072464]	[0.83854167 0.62295082]	[0.85638298 0.58461538]
16	16	0.21659129858016968	0.9297584491860603	0.7908	[0.8313253  0.59036145]	[0.80232558 0.63636364]	[0.81656805 0.6125    ]
17	17	0.20411604642868042	0.9338323912342347	0.7964	[0.86227545 0.55384615]	[0.83236994 0.61016949]	[0.84705882 0.58064516]
18	18	0.18314160406589508	0.9438814482863981	0.7950666666666667	[0.87162162 0.5942029 ]	[0.82165605 0.68333333]	[0.84590164 0.63565891]
19	19	0.1646389663219452	0.9519953828656788	0.7822666666666667	[0.88442211 0.67816092]	[0.8627451 0.7195122]	[0.87344913 0.69822485]
20	20	0.15337598323822021	0.9558147035358422	0.7872	[0.92142857 0.58441558]	[0.80124224 0.80357143]	[0.85714286 0.67669173]
21	21	0.13133849203586578	0.9639456128736569	0.7848	[0.9068323 0.5505618]	[0.78494624 0.765625  ]	[0.84149856 0.64052288]
22	22	0.12692682445049286	0.9683251005754443	0.7792	[0.83647799 0.61403509]	[0.85806452 0.57377049]	[0.84713376 0.59322034]
23	23	0.10886115580797195	0.973332654342992	0.7804	[0.88659794 0.68131868]	[0.85572139 0.73809524]	[0.87088608 0.70857143]
24	24	0.09468257427215576	0.9738079475819457	0.7732	[0.83902439 0.77272727]	[0.9197861  0.60714286]	[0.87755102 0.68      ]
