	epochs	train_losses	train_accs	dev_accs	dev_prec	dev_rec	dev_f
0	0	0.5719640851020813	0.7106482660284158	0.702	[0.99065421 0.01149425]	[0.7114094  0.33333333]	[0.828125   0.02222222]
1	1	0.5576601028442383	0.7215121114902141	0.7133333333333334	[0.96984925 0.12121212]	[0.7689243  0.57142857]	[0.85777778 0.2       ]
2	2	0.5617533922195435	0.7259934477432058	0.7214666666666667	[0.94375   0.2238806]	[0.74384236 0.625     ]	[0.83195592 0.32967033]
3	3	0.5537489056587219	0.7293883994500179	0.7214666666666667	[0.95       0.23188406]	[0.68263473 0.72727273]	[0.79442509 0.35164835]
4	4	0.5486308932304382	0.7312725976472985	0.7269333333333333	[0.97740113 0.07954545]	[0.68110236 0.63636364]	[0.80278422 0.14141414]
5	5	0.5525665283203125	0.7291168033134728	0.7205333333333334	[0.98706897 0.09638554]	[0.75328947 0.72727273]	[0.85447761 0.17021277]
6	6	0.5458423495292664	0.7295581470353584	0.7221333333333333	[0.93288591 0.27368421]	[0.66826923 0.72222222]	[0.77871148 0.39694656]
7	7	0.5446532964706421	0.7301522635840505	0.7269333333333333	[0.95977011 0.22535211]	[0.75225225 0.69565217]	[0.84343434 0.34042553]
8	8	0.5377130508422852	0.7298467179304374	0.7186666666666667	[0.97159091 0.12987013]	[0.71848739 0.66666667]	[0.82608696 0.2173913 ]
9	9	0.5484647750854492	0.7272665546332603	0.7252	[0.86931818 0.34939759]	[0.73913043 0.55769231]	[0.79895561 0.42962963]
10	10	0.540312647819519	0.7340734328054184	0.7244	[0.91752577 0.15789474]	[0.73553719 0.42857143]	[0.81651376 0.23076923]
11	11	0.5414865612983704	0.7345996503199742	0.7284	[0.93258427 0.30985915]	[0.77209302 0.64705882]	[0.84478372 0.41904762]
12	12	0.5328487753868103	0.7369591417562085	0.7264	[0.95480226 0.22666667]	[0.74449339 0.68      ]	[0.83663366 0.34      ]
13	13	0.5304770469665527	0.73738351071956	0.7269333333333333	[0.92655367 0.28378378]	[0.75576037 0.61764706]	[0.83248731 0.38888889]
14	14	0.5317874550819397	0.737672081614639	0.7244	[0.96256684 0.18823529]	[0.72289157 0.69565217]	[0.82568807 0.2962963 ]
15	15	0.5284639000892639	0.7360255300368352	0.7202666666666667	[0.9076087  0.13043478]	[0.73568282 0.34615385]	[0.81265207 0.18947368]
16	16	0.5257972478866577	0.7395902293289878	0.7233333333333334	[0.90963855 0.10843373]	[0.67111111 0.375     ]	[0.77237852 0.1682243 ]
17	17	0.5250415205955505	0.7397939264313965	0.724	[0.89820359 0.4       ]	[0.79365079 0.60465116]	[0.84269663 0.48148148]
18	18	0.5290769934654236	0.7443940859941267	0.7234666666666667	[0.81756757 0.34782609]	[0.72891566 0.47058824]	[0.77070064 0.4       ]
19	19	0.527595579624176	0.747568365839996	0.7241333333333333	[0.95477387 0.14942529]	[0.71969697 0.59090909]	[0.82073434 0.23853211]
20	20	0.5232747793197632	0.7494865135543447	0.7213333333333334	[0.9        0.24675325]	[0.68478261 0.57575758]	[0.77777778 0.34545455]
21	21	0.512865424156189	0.7499108825176962	0.7226666666666667	[0.93167702 0.30337079]	[0.70754717 0.71052632]	[0.80428954 0.42519685]
22	22	0.511271595954895	0.7508954185126716	0.7216	[0.86792453 0.28070175]	[0.77094972 0.43243243]	[0.81656805 0.34042553]
23	23	0.5122654438018799	0.7626759009353092	0.7172	[0.91752577 0.25274725]	[0.72357724 0.58974359]	[0.80909091 0.35384615]
24	24	0.507060706615448	0.7534925565683828	0.7098666666666666	[0.89756098 0.42424242]	[0.82882883 0.57142857]	[0.8618267  0.48695652]
