	epochs	train_losses	train_accs	dev_accs	dev_prec	dev_rec	dev_f
0	0	0.3778954744338989	0.8604165605744258	0.8665333333333334	729	[0.99603175 0.        ]	[0.83666667 0.        ]
1	1	0.3613503873348236	0.8614350460864694	0.8690666666666667	729	[1. 0.]	[0.86792453 0.        ]
2	2	0.36171743273735046	0.8628100015277282	0.8710666666666667	729	[1.         0.22857143]	[0.87671233 1.        ]
3	3	0.36283430457115173	0.8626063044253196	0.8718666666666667	729	[1.    0.125]	[0.88709677 1.        ]
4	4	0.35942015051841736	0.8628779005618645	0.8649333333333333	729	[0.98253275 0.16666667]	[0.88235294 0.6       ]
5	5	0.3552078902721405	0.8636247899373631	0.8734666666666666	729	[0.99619772 0.03846154]	[0.83974359 0.66666667]
6	6	0.3559839129447937	0.8636587394544313	0.8688	729	[0.99530516 0.03225806]	[0.87603306 0.5       ]
7	7	0.35395121574401855	0.8647790735176792	0.8709333333333333	729	[0.97235023 0.14285714]	[0.89787234 0.4       ]
8	8	0.35904833674430847	0.8657126852370525	0.8672	729	[0.97652582 0.1       ]	[0.85245902 0.44444444]
9	9	0.3569035530090332	0.865559912410246	0.8697333333333334	729	[0.96875    0.22857143]	[0.88934426 0.53333333]
10	10	0.35480326414108276	0.8651864677224966	0.8649333333333333	729	[0.98706897 0.23684211]	[0.8875969 0.75     ]
11	11	0.3567754924297333	0.8665444484052215	0.87	729	[0.99099099 0.07407407]	[0.89795918 0.5       ]
12	12	0.3513906002044678	0.867257388263652	0.8694666666666667	729	[0.97309417 0.06896552]	[0.88934426 0.25      ]
13	13	0.3451193869113922	0.8633871433178864	0.8645333333333334	729	[0.93457944 0.02702703]	[0.84745763 0.06666667]
14	14	0.35116225481033325	0.8674780601245947	0.8705333333333334	729	[0.98319328 0.20588235]	[0.89655172 0.63636364]
15	15	0.34774747490882874	0.8696678039754885	0.8688	729	[0.98165138 0.11428571]	[0.87346939 0.5       ]
16	16	0.3487531244754791	0.8681740252244912	0.8678666666666667	729	[0.98181818 0.10344828]	[0.89256198 0.42857143]
17	17	0.34096288681030273	0.8695999049413522	0.8693333333333333	729	[0.96954315 0.2       ]	[0.87214612 0.53846154]
18	18	0.34657272696495056	0.8708051127972705	0.8662666666666666	729	[0.96721311 0.32352941]	[0.885      0.64705882]
19	19	0.340644896030426	0.8727572100286873	0.8690666666666667	729	[0.97925311 0.22222222]	[0.87084871 0.66666667]
20	20	0.34220680594444275	0.8728760333384258	0.8654666666666667	729	[0.95811518 0.15384615]	[0.89268293 0.33333333]
21	21	0.3385573923587799	0.8716878002410415	0.8576	729	[0.95555556 0.12      ]	[0.907173   0.23076923]
22	22	0.3318215012550354	0.8753034238087963	0.87	729	[0.97340426 0.17857143]	[0.88834951 0.5       ]
23	23	0.33545011281967163	0.8761182122184312	0.8686666666666667	729	[0.9626556  0.09090909]	[0.85294118 0.30769231]
24	24	0.3285315930843353	0.8809220688835702	0.8696	729	[0.99565217 0.19512195]	[0.8740458  0.88888889]
