	epochs	train_losses	train_accs	dev_accs
0	0	0.5782573819160461	0.8072588015144262	0.8110324263883713
1	1	0.4848429262638092	0.8431176291396493	0.8326500186358554
2	2	0.3796640932559967	0.8674877061664998	0.8632128214685054
3	3	0.3224923610687256	0.8849384220375125	0.8781215057771151
4	4	0.28310707211494446	0.8958614387049044	0.8911666045471487
5	5	0.25967201590538025	0.8991252883067148	0.8859485650391353
6	6	0.2461351901292801	0.9089168371121459	0.8930301900857249
7	7	0.23098646104335785	0.9162713782148919	0.8896757361162877
8	8	0.21874885261058807	0.9199268897689195	0.8863212821468506
9	9	0.2107519805431366	0.9208842856521171	0.8893030190085724
10	10	0.20016545057296753	0.9295443665955873	0.8874394334699963
11	11	0.18902601301670074	0.9365507637408068	0.8907938874394334
12	12	0.17857690155506134	0.9409460812045781	0.8911666045471487
13	13	0.16616815328598022	0.9553070194525436	0.8866939992545658
14	14	0.14985135197639465	0.9593541929587884	0.8837122623928438
15	15	0.1316375732421875	0.9613995387092563	0.8848304137159896
16	16	0.1190008893609047	0.9720614474085034	0.8852031308237048
17	17	0.10788360983133316	0.9789808085643413	0.8837122623928438
18	18	0.09651393443346024	0.977501196744854	0.8721580320536713
19	19	0.08609744161367416	0.9782410026545977	0.8848304137159896
20	20	0.07280957698822021	0.9921232429609643	0.8788669399925456
21	21	0.05393444001674652	0.9934723007963793	0.8818486768542676
22	22	0.03970381245017052	0.9961268984725183	0.8784942228848304
23	23	0.03125564381480217	0.9983027982070586	0.8814759597465524
24	24	0.02507549524307251	0.9990426041168023	0.8874394334699963
