	epochs	train_losses	train_accs	dev_accs	non_default_accs	non_default_precision_0	non_default_precision_1	non_default_recall_0	non_default_recall_1
0	0	0.5372598171234131	0.8208902129930188	0.826766304347826	0.20724346076458752	0.23076923076923078	0.25	0.3684210526315789	0.14634146341463414
1	1	0.4690167009830475	0.840277468984837	0.8440896739130435	0.2535211267605634	0.17582417582417584	0.5098039215686274	0.3902439024390244	0.25742574257425743
2	2	0.3931737542152405	0.8506380897327582	0.8485054347826086	0.2917505030181087	0.1375	0.71875	0.55	0.25
3	3	0.36947348713874817	0.8569078216016719	0.8508831521739131	0.3158953722334004	0.1958762886597938	0.6274509803921569	0.5	0.2909090909090909
4	4	0.3522320091724396	0.8680243674685402	0.8474864130434783	0.3501006036217304	0.2376237623762376	0.6097560975609756	0.6	0.24509803921568626
5	5	0.33591705560684204	0.8782071234825914	0.8576766304347826	0.4104627766599598	0.25	0.64	0.6785714285714286	0.2191780821917808
6	6	0.31524181365966797	0.8909689181377562	0.845108695652174	0.4124748490945674	0.37662337662337664	0.5	0.58	0.30434782608695654
7	7	0.292287677526474	0.9018631330872872	0.8461277173913043	0.45271629778672035	0.28888888888888886	0.8181818181818182	0.8125	0.2967032967032967
8	8	0.2716866731643677	0.9089332562586153	0.852921195652174	0.43661971830985913	0.4095238095238095	0.6415094339622641	0.6935483870967742	0.3541666666666667
9	9	0.25512516498565674	0.919338343190004	0.8406929347826086	0.48088531187122735	0.45263157894736844	0.6956521739130435	0.7543859649122807	0.38095238095238093
10	10	0.2350037693977356	0.9262750678109298	0.8488451086956522	0.47484909456740443	0.33707865168539325	0.6521739130434783	0.6521739130434783	0.33707865168539325
11	11	0.21611475944519043	0.930810618524612	0.8434103260869565	0.448692152917505	0.28125	0.7894736842105263	0.6923076923076923	0.39473684210526316
12	12	0.19425155222415924	0.942371826226155	0.8396739130434783	0.48893360160965793	0.4189189189189189	0.6333333333333333	0.7380952380952381	0.3064516129032258
13	13	0.1799338310956955	0.9402819156031837	0.8342391304347826	0.5110663983903421	0.48	0.5	0.6101694915254238	0.3709677419354839
14	14	0.16735076904296875	0.9510427320023123	0.8400135869565217	0.48893360160965793	0.44086021505376344	0.723404255319149	0.7592592592592593	0.3953488372093023
15	15	0.15680474042892456	0.9512205967361821	0.8376358695652174	0.48893360160965793	0.4605263157894737	0.7428571428571429	0.7954545454545454	0.3880597014925373
16	16	0.14637264609336853	0.9551780870647872	0.845108695652174	0.49295774647887325	0.3855421686746988	0.5333333333333333	0.6037735849056604	0.32
17	17	0.13633407652378082	0.9559340121837343	0.8305027173913043	0.5191146881287726	0.4803921568627451	0.5813953488372093	0.7313432835820896	0.32051282051282054
18	18	0.126315176486969	0.9601138334296767	0.8355978260869565	0.5191146881287726	0.46987951807228917	0.6578947368421053	0.75	0.36231884057971014
19	19	0.12068190425634384	0.9616701498510383	0.8288043478260869	0.5010060362173038	0.36470588235294116	0.5	0.6595744680851063	0.22857142857142856
20	20	0.11483351141214371	0.960602961447819	0.8359375	0.49295774647887325	0.39080459770114945	0.7272727272727273	0.7906976744186046	0.3116883116883117
21	21	0.11122238636016846	0.9654497754457735	0.8240489130434783	0.5130784708249497	0.5119047619047619	0.5294117647058824	0.7288135593220338	0.3050847457627119
22	22	0.10386110097169876	0.9658944372804482	0.8352581521739131	0.49295774647887325	0.3829787234042553	0.6470588235294118	0.6666666666666666	0.3626373626373626
23	23	0.09954037517309189	0.9669171595002001	0.8362771739130435	0.5010060362173038	0.4936708860759494	0.5675675675675675	0.7090909090909091	0.3442622950819672
24	24	0.09421693533658981	0.9674507537018098	0.8362771739130435	0.5050301810865191	0.4868421052631579	0.65	0.7254901960784313	0.4
