	epochs	train_losses	train_accs	dev_accs	non_default_accs	non_default_precision_0	non_default_precision_1	non_default_recall_0	non_default_recall_1
0	0	0.5342365503311157	0.8304504424385255	0.8325407608695652	0.3641851106639839	0.31868131868131866	0.3958333333333333	0.5	0.2345679012345679
1	1	0.45616424083709717	0.8432567032771577	0.8468070652173914	0.30985915492957744	0.16483516483516483	0.6666666666666666	0.46875	0.3090909090909091
2	2	0.3718337118625641	0.8603761839121348	0.8624320652173914	0.3822937625754527	0.325	0.71875	0.7428571428571429	0.2987012987012987
3	3	0.33582526445388794	0.8826537418293388	0.8824728260869565	0.5372233400402414	0.4639175257731959	0.803921568627451	0.8181818181818182	0.44086021505376344
4	4	0.3014686405658722	0.8860331717728668	0.881453804347826	0.6096579476861167	0.5643564356435643	0.7804878048780488	0.8636363636363636	0.42105263157894735
5	5	0.2803868055343628	0.8935034905954022	0.8967391304347826	0.6841046277665996	0.6842105263157895	0.64	0.8524590163934426	0.4
6	6	0.2702607214450836	0.8938147538796745	0.8963994565217391	0.607645875251509	0.5584415584415584	0.8333333333333334	0.86	0.5072463768115942
7	7	0.2596317231655121	0.8919916403575081	0.8868885869565217	0.6921529175050302	0.6888888888888889	0.7878787878787878	0.8985507246376812	0.48148148148148145
8	8	0.2586537003517151	0.8983058384098893	0.8899456521739131	0.6197183098591549	0.6095238095238096	0.6981132075471698	0.8	0.47435897435897434
9	9	0.25263291597366333	0.9004846813997954	0.889266304347826	0.6780684104627767	0.631578947368421	0.8043478260869565	0.8695652173913043	0.5138888888888888
10	10	0.24809882044792175	0.8979501089421495	0.8933423913043478	0.670020120724346	0.5393258426966292	0.6956521739130435	0.7741935483870968	0.4383561643835616
11	11	0.24572260677814484	0.9091111209924853	0.8987771739130435	0.6559356136820925	0.65625	0.7894736842105263	0.84	0.5769230769230769
12	12	0.24073247611522675	0.906176352883632	0.8936820652173914	0.641851106639839	0.5540540540540541	0.6	0.7735849056603774	0.35294117647058826
13	13	0.23315320909023285	0.907110142736449	0.8933423913043478	0.6941649899396378	0.6266666666666667	0.6739130434782609	0.7580645161290323	0.5254237288135594
14	14	0.22886675596237183	0.9142247320912447	0.9001358695652174	0.676056338028169	0.6881720430107527	0.7659574468085106	0.8533333333333334	0.5538461538461539
15	15	0.22401095926761627	0.916136777980346	0.9008152173913043	0.676056338028169	0.6842105263157895	0.8285714285714286	0.896551724137931	0.5471698113207547
16	16	0.21787583827972412	0.9177820267686424	0.9001358695652174	0.6961770623742455	0.6746987951807228	0.7555555555555555	0.835820895522388	0.5573770491803278
17	17	0.2137853056192398	0.9168037707323581	0.8947010869565217	0.6901408450704225	0.6568627450980392	0.5813953488372093	0.788235294117647	0.4166666666666667
18	18	0.20795366168022156	0.9225843745831296	0.8987771739130435	0.7203219315895373	0.6626506024096386	0.8947368421052632	0.9322033898305084	0.5483870967741935
19	19	0.2031531035900116	0.922628840766597	0.8950407608695652	0.6780684104627767	0.6235294117647059	0.75	0.8688524590163934	0.42857142857142855
20	20	0.20030559599399567	0.9240072924540886	0.8936820652173914	0.6659959758551308	0.6436781609195402	0.8181818181818182	0.9032258064516129	0.46551724137931033
21	21	0.19948427379131317	0.9295655653875228	0.897078804347826	0.676056338028169	0.6428571428571429	0.6176470588235294	0.8059701492537313	0.4117647058823529
22	22	0.19545093178749084	0.9275645871314865	0.9021739130434783	0.647887323943662	0.5106382978723404	0.803921568627451	0.8275862068965517	0.47126436781609193
23	23	0.19190135598182678	0.9265418649117346	0.8909646739130435	0.7243460764587525	0.7468354430379747	0.7027027027027027	0.8428571428571429	0.5652173913043478
24	24	0.19036544859409332	0.9333896571657254	0.9038722826086957	0.670020120724346	0.5789473684210527	0.85	0.88	0.5151515151515151
