	epochs	train_losses	train_accs	dev_accs	non_default_accs	non_default_precision_0	non_default_precision_1	non_default_recall_0	non_default_recall_1
0	0	0.538640558719635	0.8269484228099464	0.819744058500914	0.38085539714867617	0.26136363636363635	0.5769230769230769	0.5111111111111111	0.3157894736842105
1	1	0.46697768568992615	0.8309463140321589	0.8190127970749543	0.38085539714867617	0.2916666666666667	0.5106382978723404	0.4772727272727273	0.32
2	2	0.3900996446609497	0.8475529391090414	0.8409506398537477	0.4460285132382892	0.3516483516483517	0.6666666666666666	0.6666666666666666	0.3516483516483517
3	3	0.36239391565322876	0.8620947192689571	0.8537477148080439	0.48268839103869654	0.3469387755102041	0.6857142857142857	0.7555555555555555	0.2727272727272727
4	4	0.33065345883369446	0.868421052631579	0.8592321755027422	0.5845213849287169	0.5308641975308642	0.6976744186046512	0.7678571428571429	0.4411764705882353
5	5	0.3085246682167053	0.8787452772164133	0.873491773308958	0.5723014256619144	0.5670103092783505	0.7906976744186046	0.859375	0.4473684210526316
6	6	0.2930237948894501	0.8859063351199368	0.880073126142596	0.6680244399185336	0.7464788732394366	0.5641025641025641	0.7571428571428571	0.55
7	7	0.2835571765899658	0.8876636499428873	0.8808043875685557	0.6415478615071283	0.6590909090909091	0.6976744186046512	0.8169014084507042	0.5
8	8	0.27611398696899414	0.8909586152359195	0.8859232175502743	0.6924643584521385	0.6623376623376623	0.72	0.7846153846153846	0.5806451612903226
9	9	0.2695390284061432	0.8874439855900185	0.8764168190127971	0.639511201629328	0.6111111111111112	0.6944444444444444	0.8	0.4716981132075472
10	10	0.26694753766059875	0.8946929092346894	0.8829981718464351	0.6680244399185336	0.6634615384615384	0.74	0.8414634146341463	0.5138888888888888
11	11	0.26675912737846375	0.8944293120112469	0.8873857404021938	0.6435845213849287	0.5949367088607594	0.6585365853658537	0.7704918032786885	0.4576271186440678
12	12	0.2615027129650116	0.8846322818732976	0.8760511882998172	0.6883910386965377	0.8020833333333334	0.5897435897435898	0.8279569892473119	0.5476190476190477
13	13	0.2585190236568451	0.8964941569282137	0.8786106032906764	0.6496945010183299	0.6527777777777778	0.6176470588235294	0.7833333333333333	0.45652173913043476
14	14	0.2562992572784424	0.8924523328354275	0.8771480804387568	0.5824847250509165	0.6	0.6818181818181818	0.7627118644067796	0.5
15	15	0.25241488218307495	0.8961866268341974	0.8826325411334552	0.6761710794297352	0.7377049180327869	0.6071428571428571	0.8035714285714286	0.5151515151515151
16	16	0.24742528796195984	0.903303751867147	0.8859232175502743	0.6496945010183299	0.6024096385542169	0.7741935483870968	0.8771929824561403	0.42105263157894735
17	17	0.24467872083187103	0.9069941129953432	0.8939670932358318	0.7026476578411406	0.7142857142857143	0.8032786885245902	0.8762886597938144	0.5903614457831325
18	18	0.23947492241859436	0.9087953606888675	0.8888482632541134	0.6659877800407332	0.5882352941176471	0.7142857142857143	0.78125	0.5
19	19	0.23401965200901031	0.8989983305509182	0.8804387568555758	0.7230142566191446	0.6966292134831461	0.7608695652173914	0.8493150684931506	0.5645161290322581
20	20	0.2281421273946762	0.9119145944996047	0.8888482632541134	0.7087576374745418	0.6973684210526315	0.6571428571428571	0.8153846153846154	0.5
21	21	0.22352096438407898	0.9144627009928828	0.8870201096892139	0.6619144602851323	0.6597938144329897	0.7647058823529411	0.8421052631578947	0.5416666666666666
22	22	0.21432864665985107	0.9161760829452597	0.8884826325411335	0.7433808553971487	0.7741935483870968	0.6857142857142857	0.8135593220338984	0.631578947368421
23	23	0.21173709630966187	0.9202618399086196	0.8943327239488117	0.6863543788187373	0.6504854368932039	0.7755102040816326	0.8589743589743589	0.5135135135135135
24	24	0.21006372570991516	0.9266321061418153	0.8881170018281536	0.6659877800407332	0.7012987012987013	0.7352941176470589	0.8571428571428571	0.5208333333333334
