	epochs	train_losses	train_accs	dev_accs	non_default_accs	non_default_precision_0	non_default_precision_1	non_default_recall_0	non_default_recall_1
0	0	0.5431367754936218	0.823643581826202	0.81811697574893	0.37790697674418605	0.2169811320754717	0.6956521739130435	0.6216216216216216	0.2782608695652174
1	1	0.4706079065799713	0.8318923687692986	0.8305991440798859	0.4069767441860465	0.3466666666666667	0.6829268292682927	0.6666666666666666	0.36363636363636365
2	2	0.39209747314453125	0.8511689457432731	0.8395149786019972	0.4321705426356589	0.35064935064935066	0.8	0.7714285714285715	0.3902439024390244
3	3	0.35892584919929504	0.8715041905602118	0.8680456490727532	0.6162790697674418	0.5625	0.75	0.8653846153846154	0.375
4	4	0.3251732289791107	0.8674018526687252	0.8659058487874465	0.6182170542635659	0.6173913043478261	0.6666666666666666	0.8452380952380952	0.37142857142857144
5	5	0.3024641275405884	0.8773268636965152	0.8684022824536377	0.5658914728682171	0.5591397849462365	0.7446808510638298	0.8125	0.4605263157894737
6	6	0.2908182144165039	0.8711954124393472	0.8666191155492154	0.686046511627907	0.6972477064220184	0.5319148936170213	0.7755102040816326	0.43103448275862066
7	7	0.2877376973628998	0.8836788707543008	0.880527817403709	0.6744186046511628	0.6956521739130435	0.6842105263157895	0.8421052631578947	0.48148148148148145
8	8	0.2806066572666168	0.8909131010145567	0.8819543509272468	0.6356589147286822	0.6842105263157895	0.6382978723404256	0.7536231884057971	0.5555555555555556
9	9	0.27424487471580505	0.878429642699603	0.8687589158345221	0.6046511627906976	0.6039603960396039	0.7291666666666666	0.8243243243243243	0.4666666666666667
10	10	0.2728411555290222	0.892059991177768	0.8791012838801712	0.6162790697674418	0.4675324675324675	0.8108108108108109	0.8372093023255814	0.4225352112676056
11	11	0.27305567264556885	0.8948831054256727	0.8776747503566333	0.6647286821705426	0.6823529411764706	0.6666666666666666	0.8169014084507042	0.49056603773584906
12	12	0.26646265387535095	0.8876929863255404	0.8780313837375179	0.6705426356589147	0.6666666666666666	0.675	0.8311688311688312	0.4576271186440678
13	13	0.26130008697509766	0.8995588883987649	0.8865905848787446	0.6647286821705426	0.7	0.7142857142857143	0.8235294117647058	0.5555555555555556
14	14	0.25244757533073425	0.8959858844287605	0.8826676176890157	0.6492248062015504	0.5588235294117647	0.6744186046511628	0.8028169014084507	0.3918918918918919
15	15	0.2508314847946167	0.8926334362593736	0.8780313837375179	0.6763565891472868	0.6122448979591837	0.6111111111111112	0.8108108108108109	0.36666666666666664
16	16	0.24643224477767944	0.8965152183502426	0.8755349500713266	0.6046511627906976	0.46875	0.7674418604651163	0.8181818181818182	0.39285714285714285
17	17	0.24190446734428406	0.9012351124834583	0.8812410841654779	0.5968992248062015	0.53125	0.8809523809523809	0.9107142857142857	0.45121951219512196
18	18	0.23572614789009094	0.898014997794442	0.8769614835948645	0.5329457364341085	0.4482758620689655	0.8717948717948718	0.8863636363636364	0.4146341463414634
19	19	0.2352495938539505	0.9117776797529775	0.8830242510699001	0.6531007751937985	0.6526315789473685	0.7959183673469388	0.8611111111111112	0.5416666666666666
20	20	0.23042060434818268	0.9127481252756947	0.8819543509272468	0.7015503875968992	0.6666666666666666	0.6764705882352942	0.8070175438596491	0.5
21	21	0.228273406624794	0.9122629025143362	0.8812410841654779	0.689922480620155	0.6829268292682927	0.825	0.8888888888888888	0.559322033898305
22	22	0.22608275711536407	0.9075430083811205	0.8662624821683309	0.7073643410852714	0.7951807228915663	0.5675675675675675	0.8048780487804879	0.5526315789473685
23	23	0.22310851514339447	0.9184825760917512	0.8798145506419401	0.6472868217054264	0.5842696629213483	0.7450980392156863	0.8	0.5066666666666667
24	24	0.21678215265274048	0.921570357300397	0.8762482168330956	0.6104651162790697	0.5125	0.8709677419354839	0.9111111111111111	0.4090909090909091
