	epochs	train_losses	train_accs	dev_accs	non_default_accs	non_default_precision_0	non_default_precision_1	non_default_recall_0	non_default_recall_1
0	0	0.5328928232192993	0.8197484659906872	0.8102869921729408	0.3289760348583878	0.35	0.42857142857142855	0.5833333333333334	0.22388059701492538
1	1	0.4568207263946533	0.8415509813307803	0.8419679463287365	0.30501089324618735	0.2073170731707317	0.45714285714285713	0.4722222222222222	0.19753086419753085
2	2	0.37325671315193176	0.8564341355150354	0.8591129332836377	0.32461873638344224	0.15714285714285714	0.7297297297297297	0.5238095238095238	0.313953488372093
3	3	0.34235942363739014	0.8786283128073459	0.8803578084234066	0.485838779956427	0.3918918918918919	0.7272727272727273	0.7631578947368421	0.34782608695652173
4	4	0.3103584051132202	0.8892031855172113	0.8922847558702944	0.5599128540305011	0.5277777777777778	0.4411764705882353	0.6666666666666666	0.30612244897959184
5	5	0.28336524963378906	0.8847208320640585	0.8848304137159896	0.6492374727668845	0.6847826086956522	0.6086956521739131	0.875	0.32558139534883723
6	6	0.2725581228733063	0.8902040993950999	0.8915393216548639	0.5751633986928104	0.5245901639344263	0.6551724137931034	0.7619047619047619	0.3958333333333333
7	7	0.26475203037261963	0.8939901649331998	0.8960119269474469	0.5577342047930284	0.4875	0.8125	0.8666666666666667	0.3880597014925373
8	8	0.26005858182907104	0.8990817703120241	0.8982482295937384	0.6557734204793029	0.7021276595744681	0.6739130434782609	0.8148148148148148	0.5254237288135594
9	9	0.25460460782051086	0.9014752600200183	0.8989936638091688	0.6361655773420479	0.5925925925925926	0.6896551724137931	0.8421052631578947	0.37735849056603776
10	10	0.24823972582817078	0.901083598067801	0.8960119269474469	0.6666666666666666	0.6206896551724138	0.6470588235294118	0.8181818181818182	0.4
11	11	0.24039578437805176	0.9061752034466252	0.9030935519940365	0.6143790849673203	0.6097560975609756	0.7222222222222222	0.8333333333333334	0.4482758620689655
12	12	0.235165074467659	0.9085686931546194	0.902348117778606	0.6666666666666666	0.6351351351351351	0.5	0.746031746031746	0.37209302325581395
13	13	0.228768453001976	0.9113103268201401	0.906820723071189	0.6383442265795207	0.5681818181818182	0.6842105263157895	0.8064516129032258	0.40625
14	14	0.2262658327817917	0.9103094129422517	0.899366380916884	0.644880174291939	0.575	0.8529411764705882	0.9019607843137255	0.4603174603174603
15	15	0.22437803447246552	0.8966882806040297	0.8893030190085724	0.5032679738562091	0.43037974683544306	0.8205128205128205	0.8292682926829268	0.4155844155844156
16	16	0.22462044656276703	0.9157056442839114	0.899366380916884	0.6535947712418301	0.6282051282051282	0.7096774193548387	0.8448275862068966	0.43137254901960786
17	17	0.21700501441955566	0.9133556725706079	0.9016026835631755	0.6100217864923747	0.6575342465753424	0.7567567567567568	0.8421052631578947	0.5283018867924528
18	18	0.2107672095298767	0.9234083293441838	0.9045844204248975	0.6361655773420479	0.6190476190476191	0.75	0.8813559322033898	0.39622641509433965
19	19	0.20614121854305267	0.9195352278167022	0.8989936638091688	0.6797385620915033	0.7710843373493976	0.7857142857142857	0.9142857142857143	0.5365853658536586
20	20	0.20387698709964752	0.9219287175246965	0.900857249347745	0.644880174291939	0.5822784810126582	0.65625	0.8070175438596491	0.3888888888888889
21	21	0.2020016610622406	0.9186213499281953	0.8971300782705927	0.616557734204793	0.48148148148148145	0.8	0.8666666666666667	0.36363636363636365
22	22	0.19830414652824402	0.9281953087601723	0.8956392098397317	0.690631808278867	0.5824175824175825	0.65625	0.828125	0.3559322033898305
23	23	0.1919439435005188	0.9324165542451803	0.9001118151323145	0.6100217864923747	0.5443037974683544	0.8709677419354839	0.9148936170212766	0.42857142857142855
24	24	0.18703807890415192	0.9221027895034597	0.8896757361162877	0.6339869281045751	0.524390243902439	0.7297297297297297	0.8113207547169812	0.4090909090909091
