	epochs	train_losses	train_accs	dev_accs	non_default_accs	non_default_precision_0	non_default_precision_1	non_default_recall_0	non_default_recall_1
0	0	0.5364936590194702	0.8140586582367404	0.8146306818181818	0.23929961089494164	0.1702127659574468	0.3157894736842105	0.38095238095238093	0.13333333333333333
1	1	0.4707217216491699	0.8360554970144011	0.8316761363636364	0.27431906614785995	0.12658227848101267	0.4827586206896552	0.4	0.1686746987951807
2	2	0.39636775851249695	0.8469880576044959	0.8373579545454546	0.30739299610894943	0.20212765957446807	0.5769230769230769	0.4634146341463415	0.2857142857142857
3	3	0.3715537488460541	0.859237794169301	0.8458806818181818	0.32879377431906615	0.22826086956521738	0.5757575757575758	0.6	0.2111111111111111
4	4	0.34964919090270996	0.8697752019669828	0.8423295454545454	0.35992217898832685	0.38961038961038963	0.4423076923076923	0.5084745762711864	0.32857142857142857
5	5	0.3292146623134613	0.8811029153494907	0.8384232954545454	0.39883268482490275	0.38144329896907214	0.7045454545454546	0.74	0.34065934065934067
6	6	0.3065963387489319	0.8909817351598174	0.8284801136363636	0.3852140077821012	0.28440366972477066	0.5454545454545454	0.6078431372549019	0.23529411764705882
7	7	0.2863185405731201	0.9018703898840885	0.8309659090909091	0.3968871595330739	0.22972972972972974	0.47619047619047616	0.4358974358974359	0.2597402597402597
8	8	0.26824280619621277	0.912583421145065	0.8313210227272727	0.42023346303501946	0.4	0.575	0.6382978723404256	0.3382352941176471
9	9	0.24351973831653595	0.9229891113452757	0.8330965909090909	0.42023346303501946	0.4074074074074074	0.5625	0.7021276595744681	0.2727272727272727
10	10	0.2214786410331726	0.9352827537759044	0.8302556818181818	0.41245136186770426	0.21782178217821782	0.5641025641025641	0.5641025641025641	0.21782178217821782
11	11	0.20245207846164703	0.9389708465050931	0.828125	0.41050583657587547	0.3176470588235294	0.5227272727272727	0.5625	0.2839506172839506
12	12	0.18546365201473236	0.9434053389532842	0.8270596590909091	0.4494163424124514	0.3877551020408163	0.49019607843137253	0.59375	0.29411764705882354
13	13	0.1712357997894287	0.9494204425711275	0.82421875	0.41050583657587547	0.2716049382716049	0.6486486486486487	0.6285714285714286	0.2891566265060241
14	14	0.1592119336128235	0.9523621355813137	0.8224431818181818	0.42217898832684825	0.2826086956521739	0.7	0.6842105263157895	0.2978723404255319
15	15	0.14955705404281616	0.9567088162978574	0.8160511363636364	0.4377431906614786	0.35106382978723405	0.48717948717948717	0.6226415094339622	0.2375
16	16	0.14125363528728485	0.9599139445029856	0.8238636363636364	0.4143968871595331	0.4117647058823529	0.6410256410256411	0.6666666666666666	0.38461538461538464
17	17	0.13166958093643188	0.9617140850017563	0.8252840909090909	0.4046692607003891	0.3516483516483517	0.47619047619047616	0.5925925925925926	0.25316455696202533
18	18	0.11985739320516586	0.9618018967334035	0.8174715909090909	0.4280155642023346	0.34782608695652173	0.5	0.6	0.26229508196721313
19	19	0.11539804190397263	0.9621970495258166	0.828125	0.41050583657587547	0.2736842105263158	0.5853658536585366	0.6046511627906976	0.25806451612903225
20	20	0.1128423660993576	0.9613628380751669	0.8181818181818182	0.3949416342412451	0.3	0.6153846153846154	0.6153846153846154	0.3
21	21	0.10714617371559143	0.9654460835967685	0.8217329545454546	0.3949416342412451	0.2777777777777778	0.7222222222222222	0.75	0.25
22	22	0.10057008266448975	0.9643484369511767	0.8274147727272727	0.42217898832684825	0.35789473684210527	0.575	0.6666666666666666	0.27380952380952384
23	23	0.09736796468496323	0.9673779416930102	0.8181818181818182	0.41050583657587547	0.3177570093457944	0.6410256410256411	0.7083333333333334	0.25510204081632654
24	24	0.0934353843331337	0.9672023182297155	0.8277698863636364	0.4163424124513619	0.3557692307692308	0.5945945945945946	0.7115384615384616	0.24719101123595505
