	train_steps	train_losses	train_accs	dev_accs
0	0	0.0	0.5385960820895522	0.5326544943820225
1	1	9.454171180725098	0.546875	0.5421348314606742
2	501	0.6589274406433105	0.5985890858208955	0.5977879213483146
3	1001	0.6746809482574463	0.5986473880597015	0.5881320224719101
4	1501	0.6621049642562866	0.6036613805970149	0.5930477528089888
5	2001	0.6408992409706116	0.6454640858208955	0.6269311797752809
6	2501	0.6471617817878723	0.6579407649253731	0.633251404494382
7	3001	0.6156783699989319	0.6370685634328358	0.6290379213483146
8	3501	0.6678758859634399	0.5612756529850746	0.5695224719101124
9	4001	0.6632769107818604	0.5956156716417911	0.5884831460674157
10	4501	0.6723040342330933	0.5773087686567164	0.5849719101123596
11	5001	0.6514162421226501	0.6232509328358209	0.6144662921348315
12	5501	0.6715134382247925	0.5471082089552238	0.5414325842696629
13	6001	0.6457518339157104	0.6352028917910447	0.624122191011236
14	6501	0.6460372805595398	0.6454057835820896	0.6283356741573034
15	7001	0.6407360434532166	0.6426655783582089	0.6313202247191011
16	7501	0.6271313428878784	0.6620802238805971	0.6300912921348315
17	8001	0.6520143151283264	0.6371851679104478	0.6276334269662921
18	8501	0.6401819586753845	0.6622551305970149	0.6423806179775281
19	9001	0.6270848512649536	0.6698344216417911	0.639747191011236
20	9501	0.6252051591873169	0.6782299440298507	0.647998595505618
21	10001	0.6157261729240417	0.6895405783582089	0.648876404494382
22	10501	0.612220823764801	0.6950792910447762	0.6492275280898876
23	11001	0.5989727973937988	0.7067980410447762	0.6453651685393258
24	11501	0.6102295517921448	0.6965368470149254	0.6508075842696629
25	12001	0.5869846940040588	0.7038829291044776	0.6441362359550562
26	12501	0.669842541217804	0.6401585820895522	0.6118328651685393
27	13001	0.5696543455123901	0.738222947761194	0.6601123595505618
