	epochs	train_losses	train_accs	dev_accs
0	0	0.6765627861022949	0.6257452456590801	0.6108833395452852
1	1	0.6351421475410461	0.7960746768788894	0.795378307864331
2	2	0.5337616801261902	0.821141041820793	0.8110324263883713
3	3	0.42604705691337585	0.8416380173201619	0.8296682817741334
4	4	0.37784820795059204	0.8559119195787458	0.836749906820723
5	5	0.34702068567276	0.8749728012533182	0.8453224002981737
6	6	0.31788820028305054	0.8931633230340746	0.8483041371598956
7	7	0.29362133145332336	0.9080029592236389	0.8505404398061871
8	8	0.2641652822494507	0.9288915966752253	0.845695117405889
9	9	0.22937771677970886	0.938291483528439	0.8434588147595975
10	10	0.19859103858470917	0.9597023369163149	0.8434588147595975
11	11	0.1668679565191269	0.9676226119500413	0.8464405516213194
12	12	0.1371319442987442	0.9734975412333	0.839731643682445
13	13	0.11242765188217163	0.9711040515253058	0.8345136041744317
14	14	0.09703277051448822	0.9769789808085644	0.8486768542676109
15	15	0.08451183140277863	0.983289090038731	0.8460678345136041
16	16	0.07221994549036026	0.9869010835980678	0.8550130450987701
17	17	0.05863943323493004	0.9897732712476609	0.8497950055907566
18	18	0.04632524400949478	0.9906871491361678	0.8471859858367499
19	19	0.04066287726163864	0.9919491709822011	0.8471859858367499
20	20	0.04236942157149315	0.9905565951520954	0.8434588147595975
21	21	0.046022865921258926	0.9905565951520954	0.8572493477450615
22	22	0.043350715190172195	0.9933417468123069	0.8371226239284383
23	23	0.03564944863319397	0.9936463727751426	0.8468132687290346
24	24	0.0315864160656929	0.9862047956830149	0.8389862094670145
