	epochs	train_losses	train_accs	dev_accs
0	0	0.5380549430847168	0.8133567662565905	0.8078024337866857
1	1	0.4640817642211914	0.8508787346221441	0.8435934144595562
2	2	0.376179039478302	0.8729349736379614	0.8468146027201146
3	3	0.33443549275398254	0.8869507908611599	0.8482462419470294
4	4	0.30249112844467163	0.9072056239015818	0.848604151753758
5	5	0.2684480547904968	0.9239894551845342	0.8464566929133859
6	6	0.23600977659225464	0.9352811950790861	0.8396564065855404
7	7	0.20773853361606598	0.945738137082601	0.8428775948460988
8	8	0.1827416718006134	0.9506590509666081	0.8371510379384395
9	9	0.16384649276733398	0.9572934973637961	0.8382247673586256
10	10	0.14688526093959808	0.959182776801406	0.8367931281317108
11	11	0.13043011724948883	0.9601933216168717	0.8360773085182533
12	12	0.12201527506113052	0.9611599297012302	0.8299928418038655
13	13	0.11664889752864838	0.9624340949033392	0.8385826771653543
14	14	0.1093047708272934	0.965158172231986	0.8346456692913385
15	15	0.10077530890703201	0.9652021089630931	0.8332140300644237
16	16	0.0963074266910553	0.9655096660808435	0.8328561202576951
17	17	0.09530960768461227	0.9672231985940246	0.8400143163922692
18	18	0.08952236920595169	0.9687170474516696	0.8357193987115247
19	19	0.0858287513256073	0.9687609841827768	0.8314244810307803
20	20	0.08318248391151428	0.9684094903339192	0.8278453829634932
21	21	0.08406540006399155	0.9690685413005272	0.8332140300644237
22	22	0.08261442184448242	0.969463971880492	0.8314244810307803
23	23	0.08337163925170898	0.9699033391915641	0.8217609162491052
24	24	0.08024220168590546	0.9699472759226714	0.8267716535433071
