	epochs	train_losses	train_accs	dev_accs	dev_prec	dev_rec	dev_f
0	0	0.5479447245597839	0.8193132860437791	0.8177413343272456	[0.69180328 0.90883978]	[0.8647541  0.77777778]	[0.76867031 0.83821656]
1	1	0.4754655361175537	0.8376778798032987	0.8415952292210213	[0.75389408 0.93076923]	[0.89962825 0.82126697]	[0.82033898 0.87259615]
2	2	0.3948865532875061	0.8503851342530137	0.8423406634364518	[0.69230769 0.91428571]	[0.87341772 0.77669903]	[0.77238806 0.83989501]
3	3	0.3654249906539917	0.8622220288089125	0.8464405516213194	[0.77666667 0.92559524]	[0.90310078 0.82275132]	[0.83512545 0.87114846]
4	4	0.3438766896724701	0.8723182035771792	0.8445769660827432	[0.75250836 0.90857143]	[0.87548638 0.81122449]	[0.80935252 0.85714286]
5	5	0.3250541090965271	0.8830671482658079	0.8471859858367499	[0.75367647 0.9171123 ]	[0.86864407 0.83658537]	[0.80708661 0.875     ]
6	6	0.3037591874599457	0.8947734888376344	0.842713380544167	[0.77850163 0.90785908]	[0.87545788 0.83126551]	[0.82413793 0.86787565]
7	7	0.28308138251304626	0.9054353975368815	0.8423406634364518	[0.78055556 0.85679012]	[0.82890855 0.81455399]	[0.80400572 0.83513839]
8	8	0.26014891266822815	0.914226032464424	0.8289228475587029	[0.72948328 0.88592233]	[0.83623693 0.80396476]	[0.77922078 0.84295612]
9	9	0.23724119365215302	0.9217111275512424	0.8300409988818487	[0.74375    0.91129032]	[0.87822878 0.80522565]	[0.80541455 0.85498108]
10	10	0.21825841069221497	0.9310239784150747	0.8345136041744317	[0.778125   0.90076336]	[0.86458333 0.83294118]	[0.81907895 0.86552567]
11	11	0.20045502483844757	0.9392488794116367	0.8274319791278419	[0.76246334 0.87009804]	[0.83067093 0.81422018]	[0.79510703 0.84123223]
12	12	0.18389956653118134	0.9485617302754689	0.8263138278046962	[0.81089744 0.85135135]	[0.82142857 0.84224599]	[0.81612903 0.84677419]
13	13	0.16735590994358063	0.9462987945515471	0.8263138278046962	[0.79841897 0.84756098]	[0.8015873 0.8449848]	[0.8        0.84627093]
14	14	0.15583311021327972	0.9538709256277471	0.8184867685426761	[0.78504673 0.82168675]	[0.77300613 0.83170732]	[0.77897991 0.82666667]
15	15	0.14517159759998322	0.9549588754950172	0.8210957882966828	[0.79008746 0.86666667]	[0.83900929 0.82439024]	[0.81381381 0.845     ]
16	16	0.13480308651924133	0.953435745680839	0.8244502422661201	[0.74048443 0.91812865]	[0.88429752 0.80719794]	[0.80602637 0.85909713]
17	17	0.1284082531929016	0.960790286783585	0.8151323145732389	[0.7804878  0.82575758]	[0.78769231 0.81954887]	[0.78407351 0.82264151]
18	18	0.12048118561506271	0.9619652726402368	0.8225866567275438	[0.75223881 0.85406699]	[0.80511182 0.81136364]	[0.77777778 0.83216783]
19	19	0.11335650086402893	0.962356934592454	0.8251956764815505	[0.79333333 0.88126649]	[0.8409894  0.84343434]	[0.81646655 0.86193548]
20	20	0.10828536748886108	0.9627485965446713	0.8147595974655236	[0.85443038 0.82903981]	[0.78717201 0.885     ]	[0.81942337 0.85610641]
21	21	0.10522978752851486	0.9613995387092563	0.8218412225121133	[0.80921053 0.83769634]	[0.7987013  0.84656085]	[0.80392157 0.84210526]
22	22	0.10230656713247299	0.9653161582314287	0.8155050316809541	[0.79456193 0.84061697]	[0.80923077 0.8278481 ]	[0.80182927 0.83418367]
23	23	0.09926203638315201	0.9655772661995735	0.8192322027581066	[0.79435484 0.85498489]	[0.80408163 0.84730539]	[0.79918864 0.85112782]
24	24	0.09442264586687088	0.9667957700509161	0.8173686172195304	[0.75838926 0.83480826]	[0.80141844 0.7971831 ]	[0.77931034 0.81556196]
