	epochs	train_losses	train_accs	dev_accs
0	0	0.571792721748352	0.8063566027782663	0.8030460366908965
1	1	0.4880076050758362	0.8315895902936522	0.8179300796123226
2	2	0.40232884883880615	0.8349305433444698	0.8241606092073381
3	3	0.39223384857177734	0.8351943027958502	0.8175839390792662
4	4	0.3859267234802246	0.8410849305433444	0.8203530633437176
5	5	0.3794674873352051	0.8412168102690346	0.8175839390792662
6	6	0.37547630071640015	0.8472832776507825	0.8210453444098303
7	7	0.3698164224624634	0.8480745560049235	0.8217376254759432
8	8	0.36410945653915405	0.8539651837524178	0.8231221876081689
9	9	0.3567628860473633	0.8551960611921927	0.8241606092073381
10	10	0.3556433320045471	0.8528222261297697	0.8189685012114919
11	11	0.3530946671962738	0.8647793212590118	0.8303911388023537
12	12	0.3453325629234314	0.8613944082996308	0.8186223606784354
13	13	0.3370009958744049	0.8747582205029013	0.820699203876774
14	14	0.3291377127170563	0.8828028837700017	0.8196607822776047
15	15	0.31427085399627686	0.8832864427641991	0.8161993769470405
16	16	0.30730175971984863	0.8933532618252154	0.8213914849428868
17	17	0.29606205224990845	0.9018814840865131	0.814122533748702
18	18	0.2784073054790497	0.9089590293652189	0.8106611284181378
19	19	0.2632289528846741	0.9120801828732196	0.8065074420214607
20	20	0.24511447548866272	0.9242570775452787	0.8054690204222914
21	21	0.22810128331184387	0.9348514155090557	0.803392177223953
22	22	0.20796148478984833	0.9383242482855636	0.8002769124264452
23	23	0.192217618227005	0.9626780376296817	0.8047767393561787
24	24	0.16506116092205048	0.9660629505890628	0.803392177223953
