	epochs	train_losses	train_accs	dev_accs
0	0	1.1586357355117798	0.7202794130568492	0.7162705667276051
1	1	0.8980323076248169	0.7010368157455408	0.689945155393053
2	2	0.6344026327133179	0.6977418504525086	0.6844606946983547
3	3	0.5943772792816162	0.713074422282752	0.7031078610603291
4	4	0.5855603814125061	0.7186099639750462	0.7082266910420475
5	5	0.5759797692298889	0.7933837096915912	0.7890310786106033
6	6	0.547493577003479	0.7895615499516738	0.783546617915905
7	7	0.513580858707428	0.8180739829540462	0.816453382084095
8	8	0.47593623399734497	0.8235216589051929	0.8168190127970749
9	9	0.4518246054649353	0.8293207978209296	0.8255941499085924
10	10	0.4426376521587372	0.8194798348124066	0.8175502742230347
11	11	0.4190502166748047	0.8196116334241279	0.8120658135283364
12	12	0.4485498070716858	0.8095949389333099	0.8058500914076783
13	13	0.45505091547966003	0.8247517792812582	0.8157221206581353
14	14	0.4230373203754425	0.8250593093752746	0.8153564899451554
15	15	0.40409421920776367	0.8244442491872419	0.8179159049360146
16	16	0.4033851623535156	0.8399086196292066	0.8296160877513711
17	17	0.3907715380191803	0.8467182145681399	0.8394881170018281
18	18	0.38464996218681335	0.835559265442404	0.8274223034734918
19	19	0.37784484028816223	0.8285300061506019	0.8138939670932358
20	20	0.3786616921424866	0.8500571127317459	0.843144424131627
21	21	0.36958029866218567	0.8542307354362534	0.8457038391224863
22	22	0.3609860837459564	0.8569545734118267	0.8372943327239488
23	23	0.35062769055366516	0.8613917933397768	0.8402193784277879
24	24	0.35057079792022705	0.8616553905632194	0.843510054844607
