	epochs	train_losses	train_accs	dev_accs
0	0	0.5242447853088379	0.8176596022455285	0.8110324263883713
1	1	0.45703959465026855	0.8383741677183515	0.8326500186358554
2	2	0.37654003500938416	0.8709256277470734	0.8658218412225122
3	3	0.3390040397644043	0.867444188171809	0.8654491241147969
4	4	0.3067275881767273	0.8740589233648114	0.8799850913156914
5	5	0.2981165051460266	0.8845467600852953	0.8915393216548639
6	6	0.28847792744636536	0.8789764567648722	0.8755124860231085
7	7	0.2781293988227844	0.8875930197136516	0.8889303019008572
8	8	0.27261871099472046	0.8902911353844815	0.8930301900857249
9	9	0.26626530289649963	0.8880281996605597	0.8866939992545658
10	10	0.2652871012687683	0.8905522433526263	0.8934029071934402
11	11	0.2641237676143646	0.8875930197136516	0.8822213939619828
12	12	0.2581031918525696	0.8987771443491884	0.8997390980245993
13	13	0.25324589014053345	0.9017798859828539	0.8989936638091688
14	14	0.2498905062675476	0.9012576700465642	0.899366380916884
15	15	0.24710479378700256	0.8994299142695504	0.8889303019008572
16	16	0.2386070191860199	0.9081770312024022	0.8971300782705927
17	17	0.23638123273849487	0.9094825710431264	0.8948937756243012
18	18	0.22978907823562622	0.9063057574306976	0.8896757361162877
19	19	0.22981257736682892	0.9145741764219505	0.8971300782705927
20	20	0.2246962934732437	0.9097001610165804	0.8978755124860232
21	21	0.21814751625061035	0.9114408808042126	0.8945210585165859
22	22	0.2148793786764145	0.9176204360503069	0.8986209467014536
23	23	0.20960476994514465	0.9223203794769137	0.8963846440551622
24	24	0.20236603915691376	0.9248009051742896	0.8889303019008572
