	train_steps	train_losses	train_accs	dev_accs
0	0	0.0	0.5367918719211823	0.53125
1	1	8.321513175964355	0.5461822660098522	0.5345149253731343
2	501	0.6707688570022583	0.5451046798029556	0.5368470149253731
3	1001	0.6612569093704224	0.6003694581280788	0.5946828358208955
4	1501	0.6494150161743164	0.6337746305418719	0.6184701492537313
5	2001	0.6398271918296814	0.6744150246305419	0.6515858208955224
6	2501	0.5659053325653076	0.4545874384236453	0.46408582089552236
7	3001	0.5585770010948181	0.6967364532019704	0.6707089552238806
8	3501	0.4969765245914459	0.7867918719211823	0.7406716417910447
9	4001	0.40096738934516907	0.7961822660098522	0.7714552238805971
10	4501	0.35420313477516174	0.7786330049261084	0.7472014925373134
11	5001	0.3521176874637604	0.8163485221674877	0.7677238805970149
12	5501	0.2743176519870758	0.8860837438423645	0.8148320895522388
13	6001	0.27436956763267517	0.8830049261083743	0.7863805970149254
14	6501	0.2599508464336395	0.8828509852216748	0.7980410447761194
15	7001	0.19255025684833527	0.9382697044334976	0.8227611940298507
16	7501	0.1578911989927292	0.9362684729064039	0.8041044776119403
17	8001	0.10884155333042145	0.9127155172413793	0.7723880597014925
18	8501	0.09722522646188736	0.959051724137931	0.8083022388059702
19	9001	0.09634729474782944	0.8993226600985221	0.7859141791044776
20	9501	0.07603660225868225	0.9810652709359606	0.8111007462686567
21	10001	0.03376760333776474	0.9884544334975369	0.8106343283582089
