	epochs	train_losses	train_accs	dev_accs
0	0	0.5319362282752991	0.8276687410244136	0.8210957882966828
1	1	0.4646717607975006	0.8322816484616389	0.8233320909429743
2	2	0.39566561579704285	0.8378084337873711	0.8307864330972792
3	3	0.3724379539489746	0.8281474389660124	0.8248229593738352
4	4	0.36629629135131836	0.8524739979981723	0.8486768542676109
5	5	0.35314318537712097	0.8575656033769964	0.8606038017144987
6	6	0.33769655227661133	0.8610035249575699	0.8635855385762207
7	7	0.3280614912509918	0.8623961007876757	0.8535221766679091
8	8	0.322075754404068	0.8680534400974803	0.8665672754379427
9	9	0.31938397884368896	0.8644849645328343	0.8557584793142006
10	10	0.3158330023288727	0.8666608642673745	0.8650764070070817
11	11	0.31745514273643494	0.8673136341877367	0.8613492359299292
12	12	0.3116360008716583	0.8650506984638148	0.8594856503913529
13	13	0.311911404132843	0.8747552112798642	0.8695490122996645
14	14	0.3097352385520935	0.8734061534444493	0.8643309727916512
15	15	0.2973674237728119	0.875451499194917	0.8647036898993664
16	16	0.29143476486206055	0.8767570390356413	0.8661945583302274
17	17	0.2880685329437256	0.8731885634709953	0.8602310846067834
18	18	0.2861567735671997	0.8834588102180252	0.873276183376817
19	19	0.2871081233024597	0.8840680621436964	0.870294446515095
20	20	0.287191778421402	0.8792810827277079	0.873276183376817
21	21	0.2821238040924072	0.888376343618086	0.8740216175922475
22	22	0.2747148275375366	0.884372688106532	0.8632128214685054
23	23	0.2752465307712555	0.8773662909613125	0.8620946701453597
24	24	0.2771870493888855	0.8772792549719309	0.8639582556839359
